File Path	chrom://d9p16qn1/ChromeleonLocal/Instrument Data/HPLC/Sequences/CH 456/Alena/alena_b.seq/499.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	2 mL Std
Injection Number	2
Position	2
Comment	
Processing Method	Hot Sauce_rev1
Instrument Method	Hot Sauce_rev1
Type	Calibration Standard
Status	Finished
Injection Date	11/1/2016
Injection Time	9:31:34 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	9.000000
Data Points	54000
Detector	UV
Exporting Data System	Chromeleon 7.1.1.1127
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.103452
Signal Max.	17.491462
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.020
Average Step (s)	0.010

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.855667	0.010	-0.052079
0.855833	0.010	-0.051135
0.856000	0.010	-0.005269
0.856167	0.010	-0.005659
0.856333	0.010	-0.023654
0.856500	0.010	-0.017927
0.856667	0.010	-0.033574
0.856833	0.010	-0.019787
0.857000	0.010	-0.052787
0.857167	0.010	-0.047656
0.857333	0.010	-0.069488
0.857500	0.010	-0.045152
0.857667	0.010	-0.035378
0.857833	0.010	-0.029038
0.858000	0.010	-0.026371
0.858167	0.010	-0.038849
0.858333	0.010	-0.009826
0.858500	0.010	-0.015885
0.858667	0.010	-0.004478
0.858833	0.010	-0.004601
0.859000	0.010	-0.021186
0.859167	0.010	-0.058742
0.859333	0.010	-0.034377
0.859500	0.010	-0.043622
0.859667	0.010	-0.037923
0.859833	0.010	-0.042711
0.860000	0.010	-0.041361
0.860167	0.010	-0.046477
0.860333	0.010	-0.037426
0.860500	0.010	-0.030150
0.860667	0.010	-0.016024
0.860833	0.010	-0.034440
0.861000	0.010	-0.048238
0.861167	0.010	-0.027537
0.861333	0.010	-0.021441
0.861500	0.010	-0.024763
0.861667	0.010	-0.018365
0.861833	0.010	-0.023692
0.862000	0.010	-0.020351
0.862167	0.010	-0.041803
0.862333	0.010	-0.072203
0.862500	0.010	-0.046913
0.862667	0.010	-0.058114
0.862833	0.010	-0.044399
0.863000	0.010	-0.035410
0.863167	0.010	-0.024503
0.863333	0.010	-0.015889
0.863500	0.010	-0.019721
0.863667	0.010	-0.020584
0.863833	0.010	-0.037180
0.864000	0.010	-0.018725
0.864167	0.010	0.001953
0.864333	0.010	-0.013483
0.864500	0.010	-0.009406
0.864667	0.010	-0.037893
0.864833	0.010	-0.036103
0.865000	0.010	-0.020974
0.865167	0.010	-0.001432
0.865333	0.010	0.005816
0.865500	0.010	-0.002491
0.865667	0.010	0.001078
0.865833	0.010	-0.013327
0.866000	0.010	-0.033224
0.866167	0.010	-0.029973
0.866333	0.010	-0.063318
0.866500	0.010	-0.037883
0.866667	0.010	-0.050714
0.866833	0.010	-0.035034
0.867000	0.010	-0.019618
0.867167	0.010	-0.022991
0.867333	0.010	-0.023251
0.867500	0.010	-0.018732
0.867667	0.010	-0.012445
0.867833	0.010	-0.030167
0.868000	0.010	-0.041390
0.868167	0.010	-0.031336
0.868333	0.010	-0.046220
0.868500	0.010	-0.009193
0.868667	0.010	0.006677
0.868833	0.010	-0.009289
0.869000	0.010	-0.011817
0.869167	0.010	-0.034261
0.869333	0.010	-0.007472
0.869500	0.010	-0.010358
0.869667	0.010	-0.015132
0.869833	0.010	-0.021888
0.870000	0.010	-0.035029
0.870167	0.010	-0.044127
0.870333	0.010	-0.065504
0.870500	0.010	-0.029429
0.870667	0.010	-0.031444
0.870833	0.010	-0.053798
0.871000	0.010	-0.025056
0.871167	0.010	-0.015326
0.871333	0.010	-0.036455
0.871500	0.010	-0.025986
0.871667	0.010	-0.011364
0.871833	0.010	-0.014634
0.872000	0.010	-0.019801
0.872167	0.010	-0.033586
0.872333	0.010	-0.020771
0.872500	0.010	-0.059364
0.872667	0.010	-0.041333
0.872833	0.010	-0.017231
0.873000	0.010	-0.036925
0.873167	0.010	-0.030109
0.873333	0.010	-0.072112
0.873500	0.010	-0.050172
0.873667	0.010	-0.019114
0.873833	0.010	-0.046077
0.874000	0.010	-0.048304
0.874167	0.010	-0.056847
0.874333	0.010	-0.018981
0.874500	0.010	-0.045173
0.874667	0.010	-0.021485
0.874833	0.010	-0.055842
0.875000	0.010	-0.079864
0.875167	0.010	-0.009331
0.875333	0.010	-0.030016
0.875500	0.010	-0.061644
0.875667	0.010	-0.052396
0.875833	0.010	-0.001848
0.876000	0.010	-0.028324
0.876167	0.010	-0.047986
0.876333	0.010	-0.042449
0.876500	0.010	-0.058313
0.876667	0.010	-0.040295
0.876833	0.010	-0.042138
0.877000	0.010	-0.066377
0.877167	0.010	-0.027092
0.877333	0.010	-0.021917
0.877500	0.010	-0.042126
0.877667	0.010	-0.037942
0.877833	0.010	-0.022753
0.878000	0.010	0.000423
0.878167	0.010	-0.015842
0.878333	0.010	-0.057088
0.878500	0.010	-0.045513
0.878667	0.010	-0.012185
0.878833	0.010	-0.046453
0.879000	0.010	-0.033492
0.879167	0.010	-0.060793
0.879333	0.010	-0.040753
0.879500	0.010	-0.019608
0.879667	0.010	-0.036712
0.879833	0.010	-0.029972
0.880000	0.010	-0.023523
0.880167	0.010	0.016090
0.880333	0.010	-0.005691
0.880500	0.010	-0.024958
0.880667	0.010	-0.030792
0.880833	0.010	-0.043443
0.881000	0.010	0.000658
0.881167	0.010	-0.015026
0.881333	0.010	-0.029418
0.881500	0.010	-0.013121
0.881667	0.010	-0.023732
0.881833	0.010	-0.034984
0.882000	0.010	-0.045487
0.882167	0.010	-0.040294
0.882333	0.010	-0.025424
0.882500	0.010	-0.017180
0.882667	0.010	-0.016270
0.882833	0.010	0.009168
0.883000	0.010	-0.001167
0.883167	0.010	-0.009803
0.883333	0.010	-0.020596
0.883500	0.010	-0.040706
0.883667	0.010	-0.042627
0.883833	0.010	-0.018640
0.884000	0.010	-0.030945
0.884167	0.010	0.003285
0.884333	0.010	0.014817
0.884500	0.010	-0.021706
0.884667	0.010	-0.056517
0.884833	0.010	-0.022137
0.885000	0.010	-0.019852
0.885167	0.010	-0.018992
0.885333	0.010	-0.026638
0.885500	0.010	-0.035667
0.885667	0.010	0.000562
0.885833	0.010	-0.015870
0.886000	0.010	-0.012983
0.886167	0.010	-0.038644
0.886333	0.010	-0.051758
0.886500	0.010	-0.042931
0.886667	0.010	-0.015297
0.886833	0.010	-0.019641
0.887000	0.010	0.010958
0.887167	0.010	0.029293
0.887333	0.010	-0.001109
0.887500	0.010	0.001678
0.887667	0.010	-0.020687
0.887833	0.010	-0.002957
0.888000	0.010	-0.025999
0.888167	0.010	-0.028526
0.888333	0.010	-0.014206
0.888500	0.010	-0.038642
0.888667	0.010	-0.029610
0.888833	0.010	-0.017128
0.889000	0.010	-0.012993
0.889167	0.010	0.024317
0.889333	0.010	-0.018513
0.889500	0.010	0.000889
0.889667	0.010	-0.043890
0.889833	0.010	-0.004397
0.890000	0.010	-0.006929
0.890167	0.010	-0.011505
0.890333	0.010	-0.032343
0.890500	0.010	-0.049242
0.890667	0.010	-0.062335
0.890833	0.010	-0.043515
0.891000	0.010	-0.049062
0.891167	0.010	-0.038461
0.891333	0.010	-0.028551
0.891500	0.010	-0.037078
0.891667	0.010	-0.026700
0.891833	0.010	-0.007529
0.892000	0.010	-0.017334
0.892167	0.010	-0.039288
0.892333	0.010	-0.003685
0.892500	0.010	-0.002342
0.892667	0.010	-0.001132
0.892833	0.010	0.000998
0.893000	0.010	0.001747
0.893167	0.010	-0.009113
0.893333	0.010	-0.010135
0.893500	0.010	0.002255
0.893667	0.010	-0.026275
0.893833	0.010	-0.049992
0.894000	0.010	-0.038240
0.894167	0.010	-0.021858
0.894333	0.010	-0.035774
0.894500	0.010	-0.004521
0.894667	0.010	-0.006314
0.894833	0.010	-0.004685
0.895000	0.010	-0.018461
0.895167	0.010	-0.020750
0.895333	0.010	-0.006055
0.895500	0.010	-0.017141
0.895667	0.010	0.000815
0.895833	0.010	0.017934
0.896000	0.010	0.001664
0.896167	0.010	-0.021137
0.896333	0.010	-0.015184
0.896500	0.010	0.010399
0.896667	0.010	0.006989
0.896833	0.010	-0.005191
0.897000	0.010	-0.023672
0.897167	0.010	-0.017935
0.897333	0.010	-0.022127
0.897500	0.010	-0.007323
0.897667	0.010	-0.016890
0.897833	0.010	-0.018330
0.898000	0.010	-0.014362
0.898167	0.010	-0.034388
0.898333	0.010	-0.070674
0.898500	0.010	-0.052800
0.898667	0.010	-0.021501
0.898833	0.010	0.011800
0.899000	0.010	-0.006531
0.899167	0.010	-0.004198
0.899333	0.010	-0.025201
0.899500	0.010	-0.005898
0.899667	0.010	-0.004548
0.899833	0.010	-0.000486
0.900000	0.010	-0.019487
0.900167	0.010	-0.001095
0.900333	0.010	-0.003175
0.900500	0.010	-0.015845
0.900667	0.010	-0.021617
0.900833	0.010	-0.031658
0.901000	0.010	-0.002777
0.901167	0.010	-0.006446
0.901333	0.010	-0.014992
0.901500	0.010	-0.004179
0.901667	0.010	-0.028712
0.901833	0.010	-0.029794
0.902000	0.010	-0.002637
0.902167	0.010	-0.020466
0.902333	0.010	-0.013553
0.902500	0.010	-0.023339
0.902667	0.010	-0.014669
0.902833	0.010	-0.013220
0.903000	0.010	-0.022303
0.903167	0.010	0.002894
0.903333	0.010	-0.013562
0.903500	0.010	-0.009440
0.903667	0.010	-0.006890
0.903833	0.010	-0.022851
0.904000	0.010	-0.001754
0.904167	0.010	-0.012732
0.904333	0.010	-0.023341
0.904500	0.010	-0.014847
0.904667	0.010	-0.005095
0.904833	0.010	-0.015296
0.905000	0.010	-0.011218
0.905167	0.010	-0.008288
0.905333	0.010	0.033500
0.905500	0.010	0.021845
0.905667	0.010	0.011205
0.905833	0.010	0.011397
0.906000	0.010	-0.012318
0.906167	0.010	-0.024855
0.906333	0.010	-0.030347
0.906500	0.010	-0.034827
0.906667	0.010	-0.010840
0.906833	0.010	0.021426
0.907000	0.010	0.005411
0.907167	0.010	0.016633
0.907333	0.010	0.003771
0.907500	0.010	-0.027353
0.907667	0.010	-0.021405
0.907833	0.010	0.020353
0.908000	0.010	0.006993
0.908167	0.010	-0.025373
0.908333	0.010	0.006509
0.908500	0.010	-0.017205
0.908667	0.010	-0.006208
0.908833	0.010	0.003917
0.909000	0.010	-0.000194
0.909167	0.010	-0.006929
0.909333	0.010	-0.009856
0.909500	0.010	0.012494
0.909667	0.010	0.011957
0.909833	0.010	0.038735
0.910000	0.010	-0.014074
0.910167	0.010	0.004865
0.910333	0.010	-0.020459
0.910500	0.010	-0.001253
0.910667	0.010	-0.008324
0.910833	0.010	0.003977
0.911000	0.010	-0.023208
0.911167	0.010	-0.043490
0.911333	0.010	0.000461
0.911500	0.010	0.002847
0.911667	0.010	-0.000836
0.911833	0.010	0.012224
0.912000	0.010	-0.004338
0.912167	0.010	-0.002980
0.912333	0.010	-0.028236
0.912500	0.010	-0.028519
0.912667	0.010	-0.031270
0.912833	0.010	-0.020877
0.913000	0.010	-0.032449
0.913167	0.010	0.002763
0.913333	0.010	-0.015224
0.913500	0.010	-0.006150
0.913667	0.010	-0.007779
0.913833	0.010	-0.020697
0.914000	0.010	-0.021899
0.914167	0.010	-0.043232
0.914333	0.010	-0.018948
0.914500	0.010	-0.000146
0.914667	0.010	-0.000267
0.914833	0.010	-0.007984
0.915000	0.010	-0.006214
0.915167	0.010	-0.010835
0.915333	0.010	-0.007364
0.915500	0.010	-0.024528
0.915667	0.010	-0.012601
0.915833	0.010	-0.010666
0.916000	0.010	0.025197
0.916167	0.010	0.002639
0.916333	0.010	-0.015189
0.916500	0.010	0.006789
0.916667	0.010	-0.014365
0.916833	0.010	-0.047534
0.917000	0.010	-0.051788
0.917167	0.010	-0.017718
0.917333	0.010	-0.005230
0.917500	0.010	0.010402
0.917667	0.010	0.019957
0.917833	0.010	0.019479
0.918000	0.010	0.000149
0.918167	0.010	0.003381
0.918333	0.010	0.004786
0.918500	0.010	0.008474
0.918667	0.010	0.024694
0.918833	0.010	-0.009257
0.919000	0.010	0.008925
0.919167	0.010	-0.019098
0.919333	0.010	-0.024144
0.919500	0.010	-0.025938
0.919667	0.010	-0.003008
0.919833	0.010	-0.020095
0.920000	0.010	-0.014106
0.920167	0.010	0.010338
0.920333	0.010	-0.001638
0.920500	0.010	-0.001269
0.920667	0.010	-0.002271
0.920833	0.010	-0.043303
0.921000	0.010	-0.021607
0.921167	0.010	-0.004424
0.921333	0.010	-0.002884
0.921500	0.010	0.014942
0.921667	0.010	-0.007302
0.921833	0.010	-0.015276
0.922000	0.010	0.003629
0.922167	0.010	-0.000231
0.922333	0.010	-0.012291
0.922500	0.010	0.011303
0.922667	0.010	-0.022786
0.922833	0.010	0.000991
0.923000	0.010	-0.010825
0.923167	0.010	-0.006020
0.923333	0.010	-0.003799
0.923500	0.010	-0.013620
0.923667	0.010	0.004481
0.923833	0.010	0.017296
0.924000	0.010	0.013506
0.924167	0.010	0.026078
0.924333	0.010	0.024415
0.924500	0.010	0.000157
0.924667	0.010	0.009003
0.924833	0.010	0.027245
0.925000	0.010	0.011858
0.925167	0.010	0.001740
0.925333	0.010	-0.018253
0.925500	0.010	-0.002297
0.925667	0.010	-0.001157
0.925833	0.010	-0.007790
0.926000	0.010	-0.015355
0.926167	0.010	0.017814
0.926333	0.010	-0.007388
0.926500	0.010	0.008529
0.926667	0.010	-0.022209
0.926833	0.010	-0.016851
0.927000	0.010	-0.006054
0.927167	0.010	-0.001229
0.927333	0.010	-0.011120
0.927500	0.010	0.003167
0.927667	0.010	-0.016919
0.927833	0.010	-0.004258
0.928000	0.010	-0.003880
0.928167	0.010	-0.008038
0.928333	0.010	-0.011450
0.928500	0.010	0.000166
0.928667	0.010	-0.019784
0.928833	0.010	0.002878
0.929000	0.010	0.008580
0.929167	0.010	0.005978
0.929333	0.010	0.016790
0.929500	0.010	0.015297
0.929667	0.010	-0.000152
0.929833	0.010	0.010960
0.930000	0.010	0.022431
0.930167	0.010	0.021533
0.930333	0.010	0.016688
0.930500	0.010	0.025053
0.930667	0.010	0.030382
0.930833	0.010	0.026903
0.931000	0.010	0.020936
0.931167	0.010	-0.006435
0.931333	0.010	0.028641
0.931500	0.010	0.041345
0.931667	0.010	0.025784
0.931833	0.010	0.002313
0.932000	0.010	0.016980
0.932167	0.010	-0.009981
0.932333	0.010	0.008338
0.932500	0.010	0.001815
0.932667	0.010	0.019083
0.932833	0.010	0.016603
0.933000	0.010	0.007056
0.933167	0.010	-0.023027
0.933333	0.010	-0.028884
0.933500	0.010	-0.015252
0.933667	0.010	-0.023900
0.933833	0.010	-0.018477
0.934000	0.010	0.022517
0.934167	0.010	0.005260
0.934333	0.010	0.010639
0.934500	0.010	0.003706
0.934667	0.010	-0.002245
0.934833	0.010	0.001229
0.935000	0.010	0.001001
0.935167	0.010	0.021094
0.935333	0.010	0.015429
0.935500	0.010	0.029631
0.935667	0.010	0.015796
0.935833	0.010	0.001581
0.936000	0.010	0.030926
0.936167	0.010	0.037433
0.936333	0.010	-0.011697
0.936500	0.010	0.015213
0.936667	0.010	0.058463
0.936833	0.010	0.047398
0.937000	0.010	0.043172
0.937167	0.010	0.035407
0.937333	0.010	0.023211
0.937500	0.010	0.002844
0.937667	0.010	0.033521
0.937833	0.010	0.010889
0.938000	0.010	0.015626
0.938167	0.010	0.003024
0.938333	0.010	0.024196
0.938500	0.010	0.038170
0.938667	0.010	0.019153
0.938833	0.010	0.001037
0.939000	0.010	0.027874
0.939167	0.010	0.001528
0.939333	0.010	0.007685
0.939500	0.010	0.004697
0.939667	0.010	0.042356
0.939833	0.010	0.025200
0.940000	0.010	0.002995
0.940167	0.010	0.002166
0.940333	0.010	0.015134
0.940500	0.010	-0.011319
0.940667	0.010	-0.007391
0.940833	0.010	0.003580
0.941000	0.010	0.037635
0.941167	0.010	0.037235
0.941333	0.010	0.042319
0.941500	0.010	0.018991
0.941667	0.010	-0.004740
0.941833	0.010	0.020954
0.942000	0.010	0.028071
0.942167	0.010	0.031518
0.942333	0.010	0.051954
0.942500	0.010	0.012619
0.942667	0.010	0.037813
0.942833	0.010	0.040030
0.943000	0.010	0.020227
0.943167	0.010	0.019817
0.943333	0.010	0.024278
0.943500	0.010	0.019265
0.943667	0.010	0.070256
0.943833	0.010	-0.002335
0.944000	0.010	0.004886
0.944167	0.010	0.013599
0.944333	0.010	0.005353
0.944500	0.010	0.015407
0.944667	0.010	0.004534
0.944833	0.010	0.015625
0.945000	0.010	-0.015606
0.945167	0.010	0.039505
0.945333	0.010	0.042591
0.945500	0.010	0.038674
0.945667	0.010	0.026722
0.945833	0.010	0.035968
0.946000	0.010	0.028263
0.946167	0.010	0.017470
0.946333	0.010	0.011402
0.946500	0.010	0.023382
0.946667	0.010	0.026763
0.946833	0.010	0.021096
0.947000	0.010	0.022867
0.947167	0.010	0.043917
0.947333	0.010	0.048390
0.947500	0.010	0.024928
0.947667	0.010	0.023465
0.947833	0.010	0.022741
0.948000	0.010	0.018951
0.948167	0.010	0.021582
0.948333	0.010	0.007084
0.948500	0.010	-0.001270
0.948667	0.010	0.001653
0.948833	0.010	0.005154
0.949000	0.010	0.035196
0.949167	0.010	0.024408
0.949333	0.010	0.028726
0.949500	0.010	0.064028
0.949667	0.010	0.039972
0.949833	0.010	0.052912
0.950000	0.010	0.059119
0.950167	0.010	0.043141
0.950333	0.010	0.036152
0.950500	0.010	0.050856
0.950667	0.010	0.025823
0.950833	0.010	0.034643
0.951000	0.010	0.043106
0.951167	0.010	0.019333
0.951333	0.010	-0.000357
0.951500	0.010	0.029281
0.951667	0.010	-0.000534
0.951833	0.010	0.033351
0.952000	0.010	0.012332
0.952167	0.010	0.011754
0.952333	0.010	0.016981
0.952500	0.010	0.027280
0.952667	0.010	0.031174
0.952833	0.010	0.038662
0.953000	0.010	-0.000558
0.953167	0.010	0.039313
0.953333	0.010	-0.002279
0.953500	0.010	0.008165
0.953667	0.010	0.032270
0.953833	0.010	0.019572
0.954000	0.010	0.020872
0.954167	0.010	0.025495
0.954333	0.010	0.006378
0.954500	0.010	0.013268
0.954667	0.010	0.003515
0.954833	0.010	-0.004824
0.955000	0.010	0.030144
0.955167	0.010	0.029525
0.955333	0.010	0.026045
0.955500	0.010	0.027876
0.955667	0.010	0.007456
0.955833	0.010	0.013199
0.956000	0.010	0.031070
0.956167	0.010	0.003852
0.956333	0.010	-0.009222
0.956500	0.010	-0.010404
0.956667	0.010	-0.013281
0.956833	0.010	0.015284
0.957000	0.010	-0.004298
0.957167	0.010	0.026897
0.957333	0.010	0.044249
0.957500	0.010	0.047776
0.957667	0.010	0.079974
0.957833	0.010	0.046232
0.958000	0.010	0.038343
0.958167	0.010	0.050378
0.958333	0.010	0.065101
0.958500	0.010	0.025776
0.958667	0.010	0.002935
0.958833	0.010	0.047694
0.959000	0.010	0.048206
0.959167	0.010	0.060681
0.959333	0.010	0.032722
0.959500	0.010	0.036750
0.959667	0.010	0.016703
0.959833	0.010	0.031570
0.960000	0.010	0.047391
0.960167	0.010	0.049361
0.960333	0.010	0.052044
0.960500	0.010	0.027319
0.960667	0.010	0.044916
0.960833	0.010	0.062288
0.961000	0.010	0.058024
0.961167	0.010	0.064904
0.961333	0.010	0.066200
0.961500	0.010	0.044745
0.961667	0.010	0.062609
0.961833	0.010	0.043096
0.962000	0.010	0.029402
0.962167	0.010	0.042390
0.962333	0.010	0.031460
0.962500	0.010	0.031120
0.962667	0.010	0.033689
0.962833	0.010	0.015734
0.963000	0.010	0.027002
0.963167	0.010	0.038851
0.963333	0.010	0.030901
0.963500	0.010	0.029942
0.963667	0.010	0.044275
0.963833	0.010	0.049305
0.964000	0.010	0.083004
0.964167	0.010	0.045855
0.964333	0.010	0.057790
0.964500	0.010	0.039846
0.964667	0.010	0.026922
0.964833	0.010	0.025849
0.965000	0.010	0.019543
0.965167	0.010	0.073676
0.965333	0.010	0.053569
0.965500	0.010	0.052849
0.965667	0.010	0.050446
0.965833	0.010	0.023105
0.966000	0.010	0.042865
0.966167	0.010	0.054752
0.966333	0.010	0.045565
0.966500	0.010	0.055167
0.966667	0.010	0.047439
0.966833	0.010	0.037483
0.967000	0.010	0.050807
0.967167	0.010	0.041804
0.967333	0.010	0.058119
0.967500	0.010	0.064725
0.967667	0.010	0.041078
0.967833	0.010	0.025676
0.968000	0.010	0.030564
0.968167	0.010	0.050925
0.968333	0.010	0.047774
0.968500	0.010	0.020205
0.968667	0.010	0.019145
0.968833	0.010	0.058214
0.969000	0.010	0.058124
0.969167	0.010	0.051485
0.969333	0.010	0.020567
0.969500	0.010	0.055445
0.969667	0.010	0.052641
0.969833	0.010	0.056548
0.970000	0.010	0.048887
0.970167	0.010	0.050638
0.970333	0.010	0.040302
0.970500	0.010	0.069643
0.970667	0.010	0.061177
0.970833	0.010	0.072159
0.971000	0.010	0.058794
0.971167	0.010	0.051556
0.971333	0.010	0.044000
0.971500	0.010	0.040540
0.971667	0.010	0.047637
0.971833	0.010	0.016892
0.972000	0.010	0.040968
0.972167	0.010	0.032129
0.972333	0.010	0.043576
0.972500	0.010	0.066203
0.972667	0.010	0.059011
0.972833	0.010	0.051166
0.973000	0.010	0.050738
0.973167	0.010	0.068337
0.973333	0.010	0.055968
0.973500	0.010	0.044444
0.973667	0.010	0.024907
0.973833	0.010	0.059959
0.974000	0.010	0.057100
0.974167	0.010	0.041372
0.974333	0.010	0.016709
0.974500	0.010	0.035631
0.974667	0.010	0.050586
0.974833	0.010	0.068403
0.975000	0.010	0.046417
0.975167	0.010	0.054195
0.975333	0.010	0.086064
0.975500	0.010	0.063628
0.975667	0.010	0.045727
0.975833	0.010	0.056084
0.976000	0.010	0.063841
0.976167	0.010	0.054465
0.976333	0.010	0.058100
0.976500	0.010	0.051255
0.976667	0.010	0.035180
0.976833	0.010	0.022398
0.977000	0.010	0.032131
0.977167	0.010	0.059843
0.977333	0.010	0.052859
0.977500	0.010	0.061812
0.977667	0.010	0.049392
0.977833	0.010	0.057809
0.978000	0.010	0.057145
0.978167	0.010	0.058594
0.978333	0.010	0.054010
0.978500	0.010	0.051754
0.978667	0.010	0.054821
0.978833	0.010	0.066856
0.979000	0.010	0.075562
0.979167	0.010	0.056753
0.979333	0.010	0.039307
0.979500	0.010	0.045540
0.979667	0.010	0.052351
0.979833	0.010	0.029058
0.980000	0.010	0.039304
0.980167	0.010	0.049861
0.980333	0.010	0.054493
0.980500	0.010	0.059179
0.980667	0.010	0.076197
0.980833	0.010	0.061979
0.981000	0.010	0.053205
0.981167	0.010	0.065350
0.981333	0.010	0.075083
0.981500	0.010	0.074595
0.981667	0.010	0.088825
0.981833	0.010	0.056677
0.982000	0.010	0.062977
0.982167	0.010	0.052263
0.982333	0.010	0.032672
0.982500	0.010	0.062851
0.982667	0.010	0.061393
0.982833	0.010	0.037133
0.983000	0.010	0.054670
0.983167	0.010	0.053152
0.983333	0.010	0.090605
0.983500	0.010	0.100953
0.983667	0.010	0.090161
0.983833	0.010	0.074812
0.984000	0.010	0.053216
0.984167	0.010	0.084207
0.984333	0.010	0.078153
0.984500	0.010	0.061619
0.984667	0.010	0.056172
0.984833	0.010	0.076935
0.985000	0.010	0.056097
0.985167	0.010	0.043521
0.985333	0.010	0.069523
0.985500	0.010	0.077480
0.985667	0.010	0.079740
0.985833	0.010	0.077466
0.986000	0.010	0.077544
0.986167	0.010	0.076819
0.986333	0.010	0.053956
0.986500	0.010	0.073036
0.986667	0.010	0.077445
0.986833	0.010	0.045935
0.987000	0.010	0.054305
0.987167	0.010	0.018588
0.987333	0.010	0.047458
0.987500	0.010	0.045651
0.987667	0.010	0.042501
0.987833	0.010	0.038327
0.988000	0.010	0.042705
0.988167	0.010	0.079552
0.988333	0.010	0.085985
0.988500	0.010	0.056334
0.988667	0.010	0.068900
0.988833	0.010	0.059248
0.989000	0.010	0.039500
0.989167	0.010	0.028510
0.989333	0.010	0.027253
0.989500	0.010	0.082650
0.989667	0.010	0.038573
0.989833	0.010	0.085160
0.990000	0.010	0.094615
0.990167	0.010	0.097570
0.990333	0.010	0.078439
0.990500	0.010	0.064064
0.990667	0.010	0.075911
0.990833	0.010	0.105753
0.991000	0.010	0.059579
0.991167	0.010	0.055593
0.991333	0.010	0.060372
0.991500	0.010	0.079651
0.991667	0.010	0.089811
0.991833	0.010	0.091831
0.992000	0.010	0.091190
0.992167	0.010	0.066933
0.992333	0.010	0.099048
0.992500	0.010	0.078542
0.992667	0.010	0.055640
0.992833	0.010	0.079872
0.993000	0.010	0.074487
0.993167	0.010	0.081156
0.993333	0.010	0.081601
0.993500	0.010	0.059554
0.993667	0.010	0.078141
0.993833	0.010	0.066608
0.994000	0.010	0.061463
0.994167	0.010	0.058645
0.994333	0.010	0.058267
0.994500	0.010	0.090331
0.994667	0.010	0.074622
0.994833	0.010	0.079433
0.995000	0.010	0.076485
0.995167	0.010	0.065129
0.995333	0.010	0.056135
0.995500	0.010	0.057715
0.995667	0.010	0.072524
0.995833	0.010	0.072943
0.996000	0.010	0.071168
0.996167	0.010	0.053503
0.996333	0.010	0.069363
0.996500	0.010	0.085617
0.996667	0.010	0.096507
0.996833	0.010	0.077174
0.997000	0.010	0.069531
0.997167	0.010	0.118857
0.997333	0.010	0.097854
0.997500	0.010	0.088506
0.997667	0.010	0.071288
0.997833	0.010	0.095902
0.998000	0.010	0.102540
0.998167	0.010	0.093435
0.998333	0.010	0.125988
0.998500	0.010	0.091329
0.998667	0.010	0.104962
0.998833	0.010	0.098007
0.999000	0.010	0.077023
0.999167	0.010	0.060105
0.999333	0.010	0.075432
0.999500	0.010	0.070017
0.999667	0.010	0.090268
0.999833	0.010	0.041928
1.000000	0.010	0.065355
1.000167	0.010	0.066001
1.000333	0.010	0.063157
1.000500	0.010	0.102079
1.000667	0.010	0.086459
1.000833	0.010	0.083950
1.001000	0.010	0.065612
1.001167	0.010	0.064462
1.001333	0.010	0.047245
1.001500	0.010	0.054742
1.001667	0.010	0.066602
1.001833	0.010	0.060922
1.002000	0.010	0.067857
1.002167	0.010	0.069981
1.002333	0.010	0.085345
1.002500	0.010	0.065900
1.002667	0.010	0.093648
1.002833	0.010	0.090418
1.003000	0.010	0.088619
1.003167	0.010	0.098221
1.003333	0.010	0.101897
1.003500	0.010	0.066461
1.003667	0.010	0.083465
1.003833	0.010	0.080647
1.004000	0.010	0.079422
1.004167	0.010	0.076481
1.004333	0.010	0.071815
1.004500	0.010	0.049999
1.004667	0.010	0.103399
1.004833	0.010	0.075803
1.005000	0.010	0.069826
1.005167	0.010	0.110470
1.005333	0.010	0.111149
1.005500	0.010	0.093964
1.005667	0.010	0.089577
1.005833	0.010	0.111998
1.006000	0.010	0.080343
1.006167	0.010	0.109373
1.006333	0.010	0.106569
1.006500	0.010	0.085330
1.006667	0.010	0.120011
1.006833	0.010	0.108870
1.007000	0.010	0.099662
1.007167	0.010	0.107386
1.007333	0.010	0.097323
1.007500	0.010	0.095403
1.007667	0.010	0.090553
1.007833	0.010	0.085333
1.008000	0.010	0.089345
1.008167	0.010	0.058729
1.008333	0.010	0.089597
1.008500	0.010	0.091023
1.008667	0.010	0.096856
1.008833	0.010	0.108036
1.009000	0.010	0.111332
1.009167	0.010	0.105726
1.009333	0.010	0.105071
1.009500	0.010	0.092126
1.009667	0.010	0.106652
1.009833	0.010	0.088403
1.010000	0.010	0.090767
1.010167	0.010	0.065187
1.010333	0.010	0.073858
1.010500	0.010	0.083774
1.010667	0.010	0.103373
1.010833	0.010	0.115103
1.011000	0.010	0.092791
1.011167	0.010	0.084788
