File Path	chrom://d9p16qn1/ChromeleonLocal/Instrument Data/HPLC/Sequences/CH 456/Alena/alena_b.seq/741.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	Spike-run2
Injection Number	8
Position	9
Comment	
Processing Method	Hot Sauce_rev1
Instrument Method	Hot Sauce_rev1
Type	Spiked
Status	Finished
Injection Date	11/1/2016
Injection Time	10:34:22 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	9.000000
Data Points	54000
Detector	UV
Exporting Data System	Chromeleon 7.1.1.1127
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.504593
Signal Max.	93.160667
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.020
Average Step (s)	0.010

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
1.151500	0.010	-1.057505
1.151667	0.010	-1.036086
1.151833	0.010	-1.027120
1.152000	0.010	-1.017592
1.152167	0.010	-1.002784
1.152333	0.010	-1.049379
1.152500	0.010	-1.027456
1.152667	0.010	-1.014339
1.152833	0.010	-1.013268
1.153000	0.010	-1.048799
1.153167	0.010	-1.046977
1.153333	0.010	-1.032551
1.153500	0.010	-1.020295
1.153667	0.010	-1.039956
1.153833	0.010	-1.006516
1.154000	0.010	-1.010793
1.154167	0.010	-1.009913
1.154333	0.010	-1.016481
1.154500	0.010	-1.033706
1.154667	0.010	-1.019909
1.154833	0.010	-1.022335
1.155000	0.010	-1.019330
1.155167	0.010	-0.994775
1.155333	0.010	-1.013530
1.155500	0.010	-1.028833
1.155667	0.010	-1.054675
1.155833	0.010	-1.042112
1.156000	0.010	-1.030589
1.156167	0.010	-1.017818
1.156333	0.010	-1.025637
1.156500	0.010	-1.021767
1.156667	0.010	-1.043689
1.156833	0.010	-1.052634
1.157000	0.010	-1.022998
1.157167	0.010	-1.043527
1.157333	0.010	-0.992694
1.157500	0.010	-1.007032
1.157667	0.010	-1.032377
1.157833	0.010	-1.038446
1.158000	0.010	-1.045257
1.158167	0.010	-1.043586
1.158333	0.010	-1.014156
1.158500	0.010	-1.013150
1.158667	0.010	-1.016848
1.158833	0.010	-1.020421
1.159000	0.010	-1.037079
1.159167	0.010	-1.045016
1.159333	0.010	-1.019535
1.159500	0.010	-1.014600
1.159667	0.010	-1.026826
1.159833	0.010	-1.019582
1.160000	0.010	-1.005196
1.160167	0.010	-0.984496
1.160333	0.010	-1.002264
1.160500	0.010	-1.004469
1.160667	0.010	-1.035398
1.160833	0.010	-1.022230
1.161000	0.010	-1.049141
1.161167	0.010	-1.043956
1.161333	0.010	-1.038037
1.161500	0.010	-1.040715
1.161667	0.010	-1.020671
1.161833	0.010	-1.015868
1.162000	0.010	-1.028341
1.162167	0.010	-1.039051
1.162333	0.010	-1.011920
1.162500	0.010	-1.007079
1.162667	0.010	-1.000028
1.162833	0.010	-1.007936
1.163000	0.010	-1.017322
1.163167	0.010	-1.008843
1.163333	0.010	-1.028916
1.163500	0.010	-1.020376
1.163667	0.010	-0.977457
1.163833	0.010	-0.968890
1.164000	0.010	-1.015496
1.164167	0.010	-1.040381
1.164333	0.010	-1.026907
1.164500	0.010	-1.017182
1.164667	0.010	-1.030105
1.164833	0.010	-1.022403
1.165000	0.010	-1.021833
1.165167	0.010	-0.998526
1.165333	0.010	-1.034782
1.165500	0.010	-1.009063
1.165667	0.010	-0.999661
1.165833	0.010	-0.992517
1.166000	0.010	-1.008921
1.166167	0.010	-1.007210
1.166333	0.010	-1.014494
1.166500	0.010	-1.033463
1.166667	0.010	-1.006471
1.166833	0.010	-1.028506
1.167000	0.010	-1.036421
1.167167	0.010	-1.042448
1.167333	0.010	-1.037419
1.167500	0.010	-1.033534
1.167667	0.010	-1.003459
1.167833	0.010	-0.986990
1.168000	0.010	-0.989484
1.168167	0.010	-0.989058
1.168333	0.010	-0.998107
1.168500	0.010	-0.993276
1.168667	0.010	-0.981638
1.168833	0.010	-0.988084
1.169000	0.010	-1.025995
1.169167	0.010	-1.006473
1.169333	0.010	-1.004636
1.169500	0.010	-1.005575
1.169667	0.010	-1.020697
1.169833	0.010	-1.010666
1.170000	0.010	-1.010048
1.170167	0.010	-1.032800
1.170333	0.010	-1.006919
1.170500	0.010	-0.997105
1.170667	0.010	-0.990329
1.170833	0.010	-1.037865
1.171000	0.010	-1.031064
1.171167	0.010	-1.027411
1.171333	0.010	-1.028449
1.171500	0.010	-1.001515
1.171667	0.010	-1.022484
1.171833	0.010	-0.997223
1.172000	0.010	-1.002468
1.172167	0.010	-1.001970
1.172333	0.010	-1.023493
1.172500	0.010	-1.002836
1.172667	0.010	-0.987682
1.172833	0.010	-1.010955
1.173000	0.010	-1.003260
1.173167	0.010	-1.019462
1.173333	0.010	-1.009507
1.173500	0.010	-0.993943
1.173667	0.010	-0.984045
1.173833	0.010	-1.003767
1.174000	0.010	-1.013924
1.174167	0.010	-0.991803
1.174333	0.010	-0.995241
1.174500	0.010	-0.992144
1.174667	0.010	-0.987209
1.174833	0.010	-0.987143
1.175000	0.010	-0.986925
1.175167	0.010	-0.980881
1.175333	0.010	-1.002900
1.175500	0.010	-0.994509
1.175667	0.010	-1.003952
1.175833	0.010	-0.983993
1.176000	0.010	-0.993319
1.176167	0.010	-0.977635
1.176333	0.010	-1.017396
1.176500	0.010	-1.008837
1.176667	0.010	-1.003266
1.176833	0.010	-0.991117
1.177000	0.010	-1.001476
1.177167	0.010	-0.995286
1.177333	0.010	-1.015147
1.177500	0.010	-0.985497
1.177667	0.010	-0.998373
1.177833	0.010	-0.980833
1.178000	0.010	-0.964332
1.178167	0.010	-0.976427
1.178333	0.010	-0.973920
1.178500	0.010	-0.964992
1.178667	0.010	-0.985417
1.178833	0.010	-0.968988
1.179000	0.010	-0.999507
1.179167	0.010	-0.990561
1.179333	0.010	-1.007107
1.179500	0.010	-0.968328
1.179667	0.010	-0.973800
1.179833	0.010	-0.982014
1.180000	0.010	-0.969398
1.180167	0.010	-0.987673
1.180333	0.010	-0.991443
1.180500	0.010	-0.999182
1.180667	0.010	-0.989531
1.180833	0.010	-0.999391
1.181000	0.010	-0.998349
1.181167	0.010	-0.949185
1.181333	0.010	-0.982288
1.181500	0.010	-1.009308
1.181667	0.010	-1.006172
1.181833	0.010	-1.006395
1.182000	0.010	-0.999769
1.182167	0.010	-1.007049
1.182333	0.010	-0.995425
1.182500	0.010	-0.987238
1.182667	0.010	-0.987118
1.182833	0.010	-0.975016
1.183000	0.010	-1.005095
1.183167	0.010	-0.953892
1.183333	0.010	-0.953814
1.183500	0.010	-0.984680
1.183667	0.010	-0.990294
1.183833	0.010	-0.999760
1.184000	0.010	-1.000171
1.184167	0.010	-0.993550
1.184333	0.010	-1.018249
1.184500	0.010	-0.984333
1.184667	0.010	-0.992730
1.184833	0.010	-0.981780
1.185000	0.010	-0.986028
1.185167	0.010	-0.978678
1.185333	0.010	-0.997921
1.185500	0.010	-1.000108
1.185667	0.010	-0.999206
1.185833	0.010	-0.985103
1.186000	0.010	-0.960031
1.186167	0.010	-0.965945
1.186333	0.010	-0.950590
1.186500	0.010	-0.958366
1.186667	0.010	-0.995005
1.186833	0.010	-1.006679
1.187000	0.010	-0.962892
1.187167	0.010	-0.964411
1.187333	0.010	-0.971059
1.187500	0.010	-0.963598
1.187667	0.010	-1.009252
1.187833	0.010	-1.020824
1.188000	0.010	-0.987266
1.188167	0.010	-0.980065
1.188333	0.010	-0.987947
1.188500	0.010	-0.959038
1.188667	0.010	-0.956013
1.188833	0.010	-0.951921
1.189000	0.010	-0.962534
1.189167	0.010	-0.978005
1.189333	0.010	-0.969242
1.189500	0.010	-0.958634
1.189667	0.010	-0.990250
1.189833	0.010	-0.988427
1.190000	0.010	-0.983271
1.190167	0.010	-0.969321
1.190333	0.010	-0.970058
1.190500	0.010	-0.979181
1.190667	0.010	-0.987752
1.190833	0.010	-0.964242
1.191000	0.010	-0.940387
1.191167	0.010	-0.950343
1.191333	0.010	-0.953197
1.191500	0.010	-0.983258
1.191667	0.010	-0.965953
1.191833	0.010	-0.927005
1.192000	0.010	-0.949967
1.192167	0.010	-0.936545
1.192333	0.010	-0.916300
1.192500	0.010	-0.918115
1.192667	0.010	-0.965538
1.192833	0.010	-0.972588
1.193000	0.010	-0.982337
1.193167	0.010	-0.962399
1.193333	0.010	-0.943836
1.193500	0.010	-0.977528
1.193667	0.010	-0.944273
1.193833	0.010	-0.934598
1.194000	0.010	-0.952153
1.194167	0.010	-0.982258
1.194333	0.010	-0.984840
1.194500	0.010	-0.971589
1.194667	0.010	-0.970080
1.194833	0.010	-0.970615
1.195000	0.010	-0.971394
1.195167	0.010	-0.976795
1.195333	0.010	-0.957043
1.195500	0.010	-0.976279
1.195667	0.010	-0.948131
1.195833	0.010	-0.988083
1.196000	0.010	-0.950711
1.196167	0.010	-0.963594
1.196333	0.010	-0.954744
1.196500	0.010	-0.957433
1.196667	0.010	-0.977640
1.196833	0.010	-0.974258
1.197000	0.010	-0.954467
1.197167	0.010	-0.957502
1.197333	0.010	-0.962485
1.197500	0.010	-0.944799
1.197667	0.010	-0.940249
1.197833	0.010	-0.930073
1.198000	0.010	-0.955588
1.198167	0.010	-0.968036
1.198333	0.010	-0.946173
1.198500	0.010	-0.972785
1.198667	0.010	-0.967313
1.198833	0.010	-0.939172
1.199000	0.010	-0.931154
1.199167	0.010	-0.940268
1.199333	0.010	-0.960133
1.199500	0.010	-0.973676
1.199667	0.010	-0.974538
1.199833	0.010	-0.940612
1.200000	0.010	-0.956618
1.200167	0.010	-0.930311
1.200333	0.010	-0.902690
1.200500	0.010	-0.948408
1.200667	0.010	-0.919831
1.200833	0.010	-0.909374
1.201000	0.010	-0.925816
1.201167	0.010	-0.903437
1.201333	0.010	-0.954022
1.201500	0.010	-0.934246
1.201667	0.010	-0.965127
1.201833	0.010	-0.950972
1.202000	0.010	-0.926857
1.202167	0.010	-0.936153
1.202333	0.010	-0.923779
1.202500	0.010	-0.958841
1.202667	0.010	-0.926102
1.202833	0.010	-0.940339
1.203000	0.010	-0.935911
1.203167	0.010	-0.938350
1.203333	0.010	-0.936747
1.203500	0.010	-0.923150
1.203667	0.010	-0.932105
1.203833	0.010	-0.939057
1.204000	0.010	-0.943816
1.204167	0.010	-0.935949
1.204333	0.010	-0.924691
1.204500	0.010	-0.924124
1.204667	0.010	-0.938289
1.204833	0.010	-0.948468
1.205000	0.010	-0.920157
1.205167	0.010	-0.906778
1.205333	0.010	-0.931601
1.205500	0.010	-0.906538
1.205667	0.010	-0.898309
1.205833	0.010	-0.895808
1.206000	0.010	-0.920770
1.206167	0.010	-0.905269
1.206333	0.010	-0.914908
1.206500	0.010	-0.892558
1.206667	0.010	-0.902434
1.206833	0.010	-0.928088
1.207000	0.010	-0.930889
1.207167	0.010	-0.931407
1.207333	0.010	-0.927817
1.207500	0.010	-0.905819
1.207667	0.010	-0.909273
1.207833	0.010	-0.899572
1.208000	0.010	-0.908882
1.208167	0.010	-0.911927
1.208333	0.010	-0.903126
1.208500	0.010	-0.923478
1.208667	0.010	-0.889445
1.208833	0.010	-0.892730
1.209000	0.010	-0.906759
1.209167	0.010	-0.918106
1.209333	0.010	-0.905849
1.209500	0.010	-0.916710
1.209667	0.010	-0.912230
1.209833	0.010	-0.874392
1.210000	0.010	-0.917054
1.210167	0.010	-0.905429
1.210333	0.010	-0.897014
1.210500	0.010	-0.889920
1.210667	0.010	-0.916001
1.210833	0.010	-0.950512
1.211000	0.010	-0.915945
1.211167	0.010	-0.909235
1.211333	0.010	-0.920296
1.211500	0.010	-0.914677
1.211667	0.010	-0.912121
1.211833	0.010	-0.912297
1.212000	0.010	-0.871908
1.212167	0.010	-0.902185
1.212333	0.010	-0.929945
1.212500	0.010	-0.905044
1.212667	0.010	-0.922272
1.212833	0.010	-0.920635
1.213000	0.010	-0.899885
1.213167	0.010	-0.909131
1.213333	0.010	-0.895185
1.213500	0.010	-0.904839
1.213667	0.010	-0.903634
1.213833	0.010	-0.894384
1.214000	0.010	-0.885489
1.214167	0.010	-0.871384
1.214333	0.010	-0.910269
1.214500	0.010	-0.879528
1.214667	0.010	-0.922459
1.214833	0.010	-0.886601
1.215000	0.010	-0.869718
1.215167	0.010	-0.878057
1.215333	0.010	-0.886006
1.215500	0.010	-0.872422
1.215667	0.010	-0.876719
1.215833	0.010	-0.863023
1.216000	0.010	-0.896661
1.216167	0.010	-0.909731
1.216333	0.010	-0.916111
1.216500	0.010	-0.905757
1.216667	0.010	-0.902332
1.216833	0.010	-0.870903
1.217000	0.010	-0.868109
1.217167	0.010	-0.874032
1.217333	0.010	-0.871356
1.217500	0.010	-0.884169
1.217667	0.010	-0.891213
1.217833	0.010	-0.908138
1.218000	0.010	-0.885216
1.218167	0.010	-0.888380
1.218333	0.010	-0.909457
1.218500	0.010	-0.903677
1.218667	0.010	-0.919279
1.218833	0.010	-0.910571
1.219000	0.010	-0.931511
1.219167	0.010	-0.919513
1.219333	0.010	-0.881696
1.219500	0.010	-0.875099
1.219667	0.010	-0.865131
1.219833	0.010	-0.890551
1.220000	0.010	-0.879385
1.220167	0.010	-0.878895
1.220333	0.010	-0.913722
1.220500	0.010	-0.906832
1.220667	0.010	-0.900512
1.220833	0.010	-0.885452
1.221000	0.010	-0.859980
1.221167	0.010	-0.879775
1.221333	0.010	-0.861175
1.221500	0.010	-0.865768
1.221667	0.010	-0.843737
1.221833	0.010	-0.857965
1.222000	0.010	-0.876236
1.222167	0.010	-0.879302
1.222333	0.010	-0.869658
1.222500	0.010	-0.889893
1.222667	0.010	-0.875811
1.222833	0.010	-0.857752
1.223000	0.010	-0.873081
1.223167	0.010	-0.871055
1.223333	0.010	-0.861299
1.223500	0.010	-0.862309
1.223667	0.010	-0.872362
1.223833	0.010	-0.847863
1.224000	0.010	-0.862645
1.224167	0.010	-0.857168
1.224333	0.010	-0.877816
1.224500	0.010	-0.836444
1.224667	0.010	-0.861233
1.224833	0.010	-0.882358
1.225000	0.010	-0.863222
1.225167	0.010	-0.841415
1.225333	0.010	-0.863169
1.225500	0.010	-0.872848
1.225667	0.010	-0.862452
1.225833	0.010	-0.857159
1.226000	0.010	-0.843769
1.226167	0.010	-0.836839
1.226333	0.010	-0.820925
1.226500	0.010	-0.848463
1.226667	0.010	-0.856956
1.226833	0.010	-0.843718
1.227000	0.010	-0.842291
1.227167	0.010	-0.855823
1.227333	0.010	-0.858192
1.227500	0.010	-0.838304
1.227667	0.010	-0.850215
1.227833	0.010	-0.841228
1.228000	0.010	-0.826345
1.228167	0.010	-0.843943
1.228333	0.010	-0.828338
1.228500	0.010	-0.843221
1.228667	0.010	-0.829985
1.228833	0.010	-0.842049
1.229000	0.010	-0.836390
1.229167	0.010	-0.850121
1.229333	0.010	-0.867064
1.229500	0.010	-0.835061
1.229667	0.010	-0.835239
1.229833	0.010	-0.846921
1.230000	0.010	-0.829043
1.230167	0.010	-0.858017
1.230333	0.010	-0.859520
1.230500	0.010	-0.838508
1.230667	0.010	-0.836551
1.230833	0.010	-0.833187
1.231000	0.010	-0.824074
1.231167	0.010	-0.812200
1.231333	0.010	-0.836020
1.231500	0.010	-0.859386
1.231667	0.010	-0.836049
1.231833	0.010	-0.841321
1.232000	0.010	-0.837923
1.232167	0.010	-0.830346
1.232333	0.010	-0.861946
1.232500	0.010	-0.855276
1.232667	0.010	-0.831824
1.232833	0.010	-0.829544
1.233000	0.010	-0.852434
1.233167	0.010	-0.815359
1.233333	0.010	-0.823090
1.233500	0.010	-0.801533
1.233667	0.010	-0.824957
1.233833	0.010	-0.828223
1.234000	0.010	-0.861136
1.234167	0.010	-0.824242
1.234333	0.010	-0.817486
1.234500	0.010	-0.821389
1.234667	0.010	-0.822310
1.234833	0.010	-0.795279
1.235000	0.010	-0.804012
1.235167	0.010	-0.784739
1.235333	0.010	-0.802093
1.235500	0.010	-0.800910
1.235667	0.010	-0.845128
1.235833	0.010	-0.847930
1.236000	0.010	-0.825342
1.236167	0.010	-0.809760
1.236333	0.010	-0.789677
1.236500	0.010	-0.783833
1.236667	0.010	-0.816153
1.236833	0.010	-0.837962
1.237000	0.010	-0.815983
1.237167	0.010	-0.807318
1.237333	0.010	-0.762331
1.237500	0.010	-0.760784
1.237667	0.010	-0.752311
1.237833	0.010	-0.770810
1.238000	0.010	-0.821769
1.238167	0.010	-0.802845
1.238333	0.010	-0.790332
1.238500	0.010	-0.775763
1.238667	0.010	-0.764921
1.238833	0.010	-0.778176
1.239000	0.010	-0.786525
1.239167	0.010	-0.775955
1.239333	0.010	-0.781308
1.239500	0.010	-0.780861
1.239667	0.010	-0.766693
1.239833	0.010	-0.783086
1.240000	0.010	-0.762854
1.240167	0.010	-0.768849
1.240333	0.010	-0.776259
1.240500	0.010	-0.796006
1.240667	0.010	-0.770280
1.240833	0.010	-0.801060
1.241000	0.010	-0.756986
1.241167	0.010	-0.731323
1.241333	0.010	-0.766125
1.241500	0.010	-0.753930
1.241667	0.010	-0.749480
1.241833	0.010	-0.749136
1.242000	0.010	-0.766437
1.242167	0.010	-0.766560
1.242333	0.010	-0.774711
1.242500	0.010	-0.732927
1.242667	0.010	-0.755769
1.242833	0.010	-0.752313
1.243000	0.010	-0.759314
1.243167	0.010	-0.773077
1.243333	0.010	-0.728815
1.243500	0.010	-0.722261
1.243667	0.010	-0.749470
1.243833	0.010	-0.748059
1.244000	0.010	-0.759092
1.244167	0.010	-0.711198
1.244333	0.010	-0.730021
1.244500	0.010	-0.727998
1.244667	0.010	-0.754588
1.244833	0.010	-0.761744
1.245000	0.010	-0.754688
1.245167	0.010	-0.765226
1.245333	0.010	-0.727807
1.245500	0.010	-0.773211
1.245667	0.010	-0.767398
1.245833	0.010	-0.756479
1.246000	0.010	-0.773657
1.246167	0.010	-0.746296
1.246333	0.010	-0.757402
1.246500	0.010	-0.755573
1.246667	0.010	-0.741654
1.246833	0.010	-0.728172
1.247000	0.010	-0.738545
1.247167	0.010	-0.726118
1.247333	0.010	-0.709441
1.247500	0.010	-0.743750
1.247667	0.010	-0.718584
1.247833	0.010	-0.704465
1.248000	0.010	-0.709348
1.248167	0.010	-0.705334
1.248333	0.010	-0.678889
1.248500	0.010	-0.711211
1.248667	0.010	-0.717382
1.248833	0.010	-0.696846
1.249000	0.010	-0.703523
1.249167	0.010	-0.715816
1.249333	0.010	-0.736502
1.249500	0.010	-0.706153
1.249667	0.010	-0.678431
1.249833	0.010	-0.709126
1.250000	0.010	-0.728049
1.250167	0.010	-0.741966
1.250333	0.010	-0.727495
1.250500	0.010	-0.732297
1.250667	0.010	-0.713864
1.250833	0.010	-0.683667
1.251000	0.010	-0.686666
1.251167	0.010	-0.711928
1.251333	0.010	-0.727344
1.251500	0.010	-0.723507
1.251667	0.010	-0.698027
1.251833	0.010	-0.702261
1.252000	0.010	-0.706616
1.252167	0.010	-0.702036
1.252333	0.010	-0.684811
1.252500	0.010	-0.703284
1.252667	0.010	-0.699811
1.252833	0.010	-0.703368
1.253000	0.010	-0.685946
1.253167	0.010	-0.653490
1.253333	0.010	-0.669299
1.253500	0.010	-0.684858
1.253667	0.010	-0.670284
1.253833	0.010	-0.651859
1.254000	0.010	-0.647959
1.254167	0.010	-0.671184
1.254333	0.010	-0.653247
1.254500	0.010	-0.687421
1.254667	0.010	-0.687741
1.254833	0.010	-0.686216
1.255000	0.010	-0.680229
1.255167	0.010	-0.634395
1.255333	0.010	-0.692761
1.255500	0.010	-0.661409
1.255667	0.010	-0.641381
1.255833	0.010	-0.628460
1.256000	0.010	-0.652761
1.256167	0.010	-0.639323
1.256333	0.010	-0.647870
1.256500	0.010	-0.677209
1.256667	0.010	-0.667253
1.256833	0.010	-0.663483
1.257000	0.010	-0.656778
1.257167	0.010	-0.659855
1.257333	0.010	-0.650876
1.257500	0.010	-0.647970
1.257667	0.010	-0.655066
1.257833	0.010	-0.634554
1.258000	0.010	-0.619429
1.258167	0.010	-0.621289
1.258333	0.010	-0.624832
1.258500	0.010	-0.635243
1.258667	0.010	-0.616071
1.258833	0.010	-0.614872
1.259000	0.010	-0.632104
1.259167	0.010	-0.623468
1.259333	0.010	-0.644381
1.259500	0.010	-0.628767
1.259667	0.010	-0.655483
1.259833	0.010	-0.631478
1.260000	0.010	-0.636805
1.260167	0.010	-0.652135
1.260333	0.010	-0.640899
1.260500	0.010	-0.617825
1.260667	0.010	-0.608647
1.260833	0.010	-0.620444
1.261000	0.010	-0.647539
1.261167	0.010	-0.630104
1.261333	0.010	-0.640534
1.261500	0.010	-0.601431
1.261667	0.010	-0.594012
1.261833	0.010	-0.597411
1.262000	0.010	-0.617043
1.262167	0.010	-0.634931
1.262333	0.010	-0.625839
1.262500	0.010	-0.626809
1.262667	0.010	-0.652747
1.262833	0.010	-0.625744
1.263000	0.010	-0.618894
1.263167	0.010	-0.645942
1.263333	0.010	-0.608922
1.263500	0.010	-0.629774
1.263667	0.010	-0.595017
1.263833	0.010	-0.618298
1.264000	0.010	-0.626825
1.264167	0.010	-0.598279
1.264333	0.010	-0.591901
1.264500	0.010	-0.581291
1.264667	0.010	-0.592770
1.264833	0.010	-0.599751
1.265000	0.010	-0.617026
1.265167	0.010	-0.612371
1.265333	0.010	-0.639705
1.265500	0.010	-0.615495
1.265667	0.010	-0.613844
1.265833	0.010	-0.616420
1.266000	0.010	-0.635694
1.266167	0.010	-0.638638
1.266333	0.010	-0.628118
1.266500	0.010	-0.600216
1.266667	0.010	-0.623292
1.266833	0.010	-0.610136
1.267000	0.010	-0.620762
1.267167	0.010	-0.628600
1.267333	0.010	-0.638216
1.267500	0.010	-0.623719
1.267667	0.010	-0.598377
1.267833	0.010	-0.624267
1.268000	0.010	-0.633854
1.268167	0.010	-0.627522
1.268333	0.010	-0.629169
1.268500	0.010	-0.641572
1.268667	0.010	-0.634351
1.268833	0.010	-0.637798
1.269000	0.010	-0.630196
1.269167	0.010	-0.614947
1.269333	0.010	-0.651881
1.269500	0.010	-0.633874
1.269667	0.010	-0.641432
1.269833	0.010	-0.638543
1.270000	0.010	-0.644165
1.270167	0.010	-0.663619
1.270333	0.010	-0.629218
1.270500	0.010	-0.634049
1.270667	0.010	-0.633524
1.270833	0.010	-0.608701
1.271000	0.010	-0.634415
1.271167	0.010	-0.638338
1.271333	0.010	-0.640189
1.271500	0.010	-0.662037
1.271667	0.010	-0.614470
1.271833	0.010	-0.621357
1.272000	0.010	-0.636028
1.272167	0.010	-0.639524
1.272333	0.010	-0.636900
1.272500	0.010	-0.671664
1.272667	0.010	-0.647247
1.272833	0.010	-0.650573
1.273000	0.010	-0.651058
1.273167	0.010	-0.666688
1.273333	0.010	-0.648705
1.273500	0.010	-0.645179
1.273667	0.010	-0.677111
1.273833	0.010	-0.656564
1.274000	0.010	-0.670708
1.274167	0.010	-0.676041
1.274333	0.010	-0.669598
1.274500	0.010	-0.638839
1.274667	0.010	-0.626104
1.274833	0.010	-0.653181
1.275000	0.010	-0.657294
1.275167	0.010	-0.708407
1.275333	0.010	-0.673531
1.275500	0.010	-0.685069
1.275667	0.010	-0.655880
1.275833	0.010	-0.660242
1.276000	0.010	-0.670459
1.276167	0.010	-0.660221
1.276333	0.010	-0.686976
1.276500	0.010	-0.655821
1.276667	0.010	-0.692681
1.276833	0.010	-0.671946
1.277000	0.010	-0.659276
1.277167	0.010	-0.677284
1.277333	0.010	-0.651609
1.277500	0.010	-0.681127
1.277667	0.010	-0.688187
1.277833	0.010	-0.692069
1.278000	0.010	-0.704922
1.278167	0.010	-0.688286
1.278333	0.010	-0.669853
1.278500	0.010	-0.664576
1.278667	0.010	-0.667496
1.278833	0.010	-0.664997
1.279000	0.010	-0.669270
1.279167	0.010	-0.671201
1.279333	0.010	-0.696961
1.279500	0.010	-0.704460
1.279667	0.010	-0.681061
1.279833	0.010	-0.668341
1.280000	0.010	-0.710804
1.280167	0.010	-0.703562
1.280333	0.010	-0.677489
1.280500	0.010	-0.687493
1.280667	0.010	-0.701343
1.280833	0.010	-0.706364
1.281000	0.010	-0.717901
1.281167	0.010	-0.697108
1.281333	0.010	-0.706298
1.281500	0.010	-0.692396
1.281667	0.010	-0.709611
1.281833	0.010	-0.730256
1.282000	0.010	-0.718006
1.282167	0.010	-0.711979
1.282333	0.010	-0.676601
1.282500	0.010	-0.680377
1.282667	0.010	-0.673183
1.282833	0.010	-0.682886
1.283000	0.010	-0.699157
1.283167	0.010	-0.707078
1.283333	0.010	-0.695029
1.283500	0.010	-0.715969
1.283667	0.010	-0.700631
1.283833	0.010	-0.716260
1.284000	0.010	-0.718616
1.284167	0.010	-0.701744
1.284333	0.010	-0.719295
1.284500	0.010	-0.706402
1.284667	0.010	-0.708489
1.284833	0.010	-0.703627
1.285000	0.010	-0.714160
1.285167	0.010	-0.709347
1.285333	0.010	-0.710619
1.285500	0.010	-0.707955
1.285667	0.010	-0.690491
1.285833	0.010	-0.718360
1.286000	0.010	-0.714389
1.286167	0.010	-0.734255
1.286333	0.010	-0.717303
1.286500	0.010	-0.722655
1.286667	0.010	-0.705311
1.286833	0.010	-0.685720
1.287000	0.010	-0.711517
1.287167	0.010	-0.742657
1.287333	0.010	-0.710786
1.287500	0.010	-0.727772
1.287667	0.010	-0.694814
1.287833	0.010	-0.692287
1.288000	0.010	-0.734854
1.288167	0.010	-0.746514
1.288333	0.010	-0.728399
1.288500	0.010	-0.743967
1.288667	0.010	-0.736684
1.288833	0.010	-0.747346
1.289000	0.010	-0.729648
1.289167	0.010	-0.725285
1.289333	0.010	-0.726863
1.289500	0.010	-0.752172
1.289667	0.010	-0.749012
1.289833	0.010	-0.704749
1.290000	0.010	-0.707845
1.290167	0.010	-0.727270
1.290333	0.010	-0.735601
1.290500	0.010	-0.762920
1.290667	0.010	-0.758674
1.290833	0.010	-0.724440
1.291000	0.010	-0.744650
1.291167	0.010	-0.740640
1.291333	0.010	-0.747476
1.291500	0.010	-0.720203
1.291667	0.010	-0.730718
1.291833	0.010	-0.740538
1.292000	0.010	-0.731718
1.292167	0.010	-0.731286
1.292333	0.010	-0.735461
1.292500	0.010	-0.726073
1.292667	0.010	-0.749352
1.292833	0.010	-0.738173
1.293000	0.010	-0.755609
1.293167	0.010	-0.734237
1.293333	0.010	-0.765250
1.293500	0.010	-0.746709
1.293667	0.010	-0.725230
1.293833	0.010	-0.749393
1.294000	0.010	-0.773351
1.294167	0.010	-0.721096
1.294333	0.010	-0.732844
1.294500	0.010	-0.750742
1.294667	0.010	-0.751829
1.294833	0.010	-0.744278
1.295000	0.010	-0.739591
1.295167	0.010	-0.761992
1.295333	0.010	-0.759860
1.295500	0.010	-0.761596
1.295667	0.010	-0.747857
1.295833	0.010	-0.738448
1.296000	0.010	-0.752290
1.296167	0.010	-0.758158
1.296333	0.010	-0.758379
1.296500	0.010	-0.758327
1.296667	0.010	-0.733570
1.296833	0.010	-0.751058
1.297000	0.010	-0.726972
1.297167	0.010	-0.735361
1.297333	0.010	-0.763592
1.297500	0.010	-0.741663
1.297667	0.010	-0.752726
1.297833	0.010	-0.765001
1.298000	0.010	-0.768673
1.298167	0.010	-0.753077
1.298333	0.010	-0.742491
1.298500	0.010	-0.774454
1.298667	0.010	-0.744905
1.298833	0.010	-0.760937
1.299000	0.010	-0.774191
1.299167	0.010	-0.757472
1.299333	0.010	-0.741776
1.299500	0.010	-0.756916
1.299667	0.010	-0.748189
1.299833	0.010	-0.743473
1.300000	0.010	-0.738022
1.300167	0.010	-0.742529
1.300333	0.010	-0.745561
1.300500	0.010	-0.763699
1.300667	0.010	-0.763338
1.300833	0.010	-0.747838
