File Path	chrom://d9p16qn1/ChromeleonLocal/Instrument Data/HPLC/Sequences/CH 456/Alena/alena_b.seq/895.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	Spike-run3
Injection Number	9
Position	10
Comment	
Processing Method	Hot Sauce_rev1
Instrument Method	Hot Sauce_rev1
Type	Spiked
Status	Finished
Injection Date	11/1/2016
Injection Time	10:45:19 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	9.000000
Data Points	54000
Detector	UV
Exporting Data System	Chromeleon 7.1.1.1127
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.992922
Signal Max.	92.919853
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.020
Average Step (s)	0.010

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.026167	0.010	-1.697637
0.026333	0.010	-1.704685
0.026500	0.010	-1.704389
0.026667	0.010	-1.709551
0.026833	0.010	-1.747314
0.027000	0.010	-1.738244
0.027167	0.010	-1.740404
0.027333	0.010	-1.727674
0.027500	0.010	-1.734728
0.027667	0.010	-1.707059
0.027833	0.010	-1.738664
0.028000	0.010	-1.730238
0.028167	0.010	-1.735725
0.028333	0.010	-1.714443
0.028500	0.010	-1.743455
0.028667	0.010	-1.743168
0.028833	0.010	-1.719877
0.029000	0.010	-1.706899
0.029167	0.010	-1.753190
0.029333	0.010	-1.737323
0.029500	0.010	-1.730349
0.029667	0.010	-1.714267
0.029833	0.010	-1.720524
0.030000	0.010	-1.698221
0.030167	0.010	-1.722855
0.030333	0.010	-1.730085
0.030500	0.010	-1.715118
0.030667	0.010	-1.706530
0.030833	0.010	-1.733338
0.031000	0.010	-1.738078
0.031167	0.010	-1.722028
0.031333	0.010	-1.721154
0.031500	0.010	-1.733982
0.031667	0.010	-1.709206
0.031833	0.010	-1.704539
0.032000	0.010	-1.728148
0.032167	0.010	-1.716863
0.032333	0.010	-1.720647
0.032500	0.010	-1.746308
0.032667	0.010	-1.728076
0.032833	0.010	-1.704129
0.033000	0.010	-1.711021
0.033167	0.010	-1.728339
0.033333	0.010	-1.729110
0.033500	0.010	-1.742957
0.033667	0.010	-1.764692
0.033833	0.010	-1.708806
0.034000	0.010	-1.728421
0.034167	0.010	-1.764008
0.034333	0.010	-1.768549
0.034500	0.010	-1.751798
0.034667	0.010	-1.764210
0.034833	0.010	-1.713655
0.035000	0.010	-1.710836
0.035167	0.010	-1.724590
0.035333	0.010	-1.721340
0.035500	0.010	-1.721010
0.035667	0.010	-1.701637
0.035833	0.010	-1.722485
0.036000	0.010	-1.755678
0.036167	0.010	-1.752072
0.036333	0.010	-1.751354
0.036500	0.010	-1.739845
0.036667	0.010	-1.725306
0.036833	0.010	-1.707173
0.037000	0.010	-1.725740
0.037167	0.010	-1.757053
0.037333	0.010	-1.759348
0.037500	0.010	-1.733242
0.037667	0.010	-1.750932
0.037833	0.010	-1.765415
0.038000	0.010	-1.747810
0.038167	0.010	-1.737533
0.038333	0.010	-1.750210
0.038500	0.010	-1.753093
0.038667	0.010	-1.745697
0.038833	0.010	-1.740667
0.039000	0.010	-1.758289
0.039167	0.010	-1.707993
0.039333	0.010	-1.710807
0.039500	0.010	-1.699250
0.039667	0.010	-1.725078
0.039833	0.010	-1.754755
0.040000	0.010	-1.763328
0.040167	0.010	-1.746553
0.040333	0.010	-1.721310
0.040500	0.010	-1.721924
0.040667	0.010	-1.709911
0.040833	0.010	-1.718553
0.041000	0.010	-1.724085
0.041167	0.010	-1.718883
0.041333	0.010	-1.737897
0.041500	0.010	-1.721294
0.041667	0.010	-1.704502
0.041833	0.010	-1.699097
0.042000	0.010	-1.721497
0.042167	0.010	-1.726097
0.042333	0.010	-1.724311
0.042500	0.010	-1.746934
0.042667	0.010	-1.738773
0.042833	0.010	-1.746307
0.043000	0.010	-1.754794
0.043167	0.010	-1.708868
0.043333	0.010	-1.717483
0.043500	0.010	-1.734390
0.043667	0.010	-1.704248
0.043833	0.010	-1.736788
0.044000	0.010	-1.752161
0.044167	0.010	-1.721547
0.044333	0.010	-1.709825
0.044500	0.010	-1.698823
0.044667	0.010	-1.729872
0.044833	0.010	-1.753021
0.045000	0.010	-1.731458
0.045167	0.010	-1.717569
0.045333	0.010	-1.736398
0.045500	0.010	-1.742072
0.045667	0.010	-1.735889
0.045833	0.010	-1.716791
0.046000	0.010	-1.743206
0.046167	0.010	-1.748156
0.046333	0.010	-1.750424
0.046500	0.010	-1.723263
0.046667	0.010	-1.751652
0.046833	0.010	-1.744182
0.047000	0.010	-1.719006
0.047167	0.010	-1.728335
0.047333	0.010	-1.744358
0.047500	0.010	-1.722287
0.047667	0.010	-1.747986
0.047833	0.010	-1.736027
0.048000	0.010	-1.743182
0.048167	0.010	-1.764868
0.048333	0.010	-1.732089
0.048500	0.010	-1.733171
0.048667	0.010	-1.723254
0.048833	0.010	-1.750838
0.049000	0.010	-1.749041
0.049167	0.010	-1.753552
0.049333	0.010	-1.756244
0.049500	0.010	-1.750814
0.049667	0.010	-1.760844
0.049833	0.010	-1.726131
0.050000	0.010	-1.731742
0.050167	0.010	-1.729506
0.050333	0.010	-1.740160
0.050500	0.010	-1.747759
0.050667	0.010	-1.734074
0.050833	0.010	-1.739091
0.051000	0.010	-1.746983
0.051167	0.010	-1.706400
0.051333	0.010	-1.735674
0.051500	0.010	-1.754303
0.051667	0.010	-1.762516
0.051833	0.010	-1.755005
0.052000	0.010	-1.715755
0.052167	0.010	-1.733678
0.052333	0.010	-1.738458
0.052500	0.010	-1.732464
0.052667	0.010	-1.727233
0.052833	0.010	-1.737972
0.053000	0.010	-1.743294
0.053167	0.010	-1.737963
0.053333	0.010	-1.751246
0.053500	0.010	-1.753427
0.053667	0.010	-1.751055
0.053833	0.010	-1.725623
0.054000	0.010	-1.732870
0.054167	0.010	-1.748066
0.054333	0.010	-1.775367
0.054500	0.010	-1.737578
0.054667	0.010	-1.766289
0.054833	0.010	-1.729231
0.055000	0.010	-1.708145
0.055167	0.010	-1.715159
0.055333	0.010	-1.754154
0.055500	0.010	-1.751332
0.055667	0.010	-1.724739
0.055833	0.010	-1.718279
0.056000	0.010	-1.721262
0.056167	0.010	-1.708235
0.056333	0.010	-1.724542
0.056500	0.010	-1.729158
0.056667	0.010	-1.733518
0.056833	0.010	-1.738966
0.057000	0.010	-1.748207
0.057167	0.010	-1.765041
0.057333	0.010	-1.713398
0.057500	0.010	-1.730261
0.057667	0.010	-1.754498
0.057833	0.010	-1.749089
0.058000	0.010	-1.757507
0.058167	0.010	-1.744257
0.058333	0.010	-1.741973
0.058500	0.010	-1.730982
0.058667	0.010	-1.693384
0.058833	0.010	-1.730017
0.059000	0.010	-1.730494
0.059167	0.010	-1.719659
0.059333	0.010	-1.739044
0.059500	0.010	-1.736272
0.059667	0.010	-1.762363
0.059833	0.010	-1.748104
0.060000	0.010	-1.763952
0.060167	0.010	-1.754896
0.060333	0.010	-1.721848
0.060500	0.010	-1.726866
0.060667	0.010	-1.750319
0.060833	0.010	-1.742293
0.061000	0.010	-1.747377
0.061167	0.010	-1.728579
0.061333	0.010	-1.734116
0.061500	0.010	-1.771120
0.061667	0.010	-1.731524
0.061833	0.010	-1.720724
0.062000	0.010	-1.748538
0.062167	0.010	-1.739431
0.062333	0.010	-1.737905
0.062500	0.010	-1.747901
0.062667	0.010	-1.763707
0.062833	0.010	-1.744520
0.063000	0.010	-1.738418
0.063167	0.010	-1.694646
0.063333	0.010	-1.722228
0.063500	0.010	-1.731395
0.063667	0.010	-1.727812
0.063833	0.010	-1.747840
0.064000	0.010	-1.735036
0.064167	0.010	-1.722444
0.064333	0.010	-1.735197
0.064500	0.010	-1.762316
0.064667	0.010	-1.761019
0.064833	0.010	-1.750185
0.065000	0.010	-1.718295
0.065167	0.010	-1.715246
0.065333	0.010	-1.757550
0.065500	0.010	-1.725355
0.065667	0.010	-1.760938
0.065833	0.010	-1.727215
0.066000	0.010	-1.719006
0.066167	0.010	-1.761732
0.066333	0.010	-1.761498
0.066500	0.010	-1.723674
0.066667	0.010	-1.745690
0.066833	0.010	-1.732981
0.067000	0.010	-1.750624
0.067167	0.010	-1.737634
0.067333	0.010	-1.747277
0.067500	0.010	-1.760741
0.067667	0.010	-1.773964
0.067833	0.010	-1.780286
0.068000	0.010	-1.706509
0.068167	0.010	-1.726456
0.068333	0.010	-1.728830
0.068500	0.010	-1.755077
0.068667	0.010	-1.785365
0.068833	0.010	-1.715127
0.069000	0.010	-1.735797
0.069167	0.010	-1.729841
0.069333	0.010	-1.727831
0.069500	0.010	-1.737499
0.069667	0.010	-1.732164
0.069833	0.010	-1.740037
0.070000	0.010	-1.727127
0.070167	0.010	-1.744643
0.070333	0.010	-1.718086
0.070500	0.010	-1.723188
0.070667	0.010	-1.720304
0.070833	0.010	-1.711833
0.071000	0.010	-1.732900
0.071167	0.010	-1.767234
0.071333	0.010	-1.749722
0.071500	0.010	-1.744271
0.071667	0.010	-1.762247
0.071833	0.010	-1.747821
0.072000	0.010	-1.756263
0.072167	0.010	-1.764451
0.072333	0.010	-1.778007
0.072500	0.010	-1.754132
0.072667	0.010	-1.766844
0.072833	0.010	-1.764686
0.073000	0.010	-1.742319
0.073167	0.010	-1.713601
0.073333	0.010	-1.725636
0.073500	0.010	-1.737161
0.073667	0.010	-1.749043
0.073833	0.010	-1.738802
0.074000	0.010	-1.700296
0.074167	0.010	-1.729507
0.074333	0.010	-1.710852
0.074500	0.010	-1.740547
0.074667	0.010	-1.741327
0.074833	0.010	-1.708460
0.075000	0.010	-1.726299
0.075167	0.010	-1.742818
0.075333	0.010	-1.721966
0.075500	0.010	-1.739852
0.075667	0.010	-1.776005
0.075833	0.010	-1.761483
0.076000	0.010	-1.779460
0.076167	0.010	-1.773722
0.076333	0.010	-1.732539
0.076500	0.010	-1.736031
0.076667	0.010	-1.742029
0.076833	0.010	-1.743670
0.077000	0.010	-1.764612
0.077167	0.010	-1.750087
0.077333	0.010	-1.751224
0.077500	0.010	-1.736391
0.077667	0.010	-1.754576
0.077833	0.010	-1.736881
0.078000	0.010	-1.744830
0.078167	0.010	-1.743843
0.078333	0.010	-1.756155
0.078500	0.010	-1.734170
0.078667	0.010	-1.751179
0.078833	0.010	-1.727144
0.079000	0.010	-1.755233
0.079167	0.010	-1.711800
0.079333	0.010	-1.717714
0.079500	0.010	-1.723371
0.079667	0.010	-1.755096
0.079833	0.010	-1.716876
0.080000	0.010	-1.746485
0.080167	0.010	-1.720237
0.080333	0.010	-1.745163
0.080500	0.010	-1.719895
0.080667	0.010	-1.738103
0.080833	0.010	-1.728795
0.081000	0.010	-1.724944
0.081167	0.010	-1.764000
0.081333	0.010	-1.725649
0.081500	0.010	-1.730794
0.081667	0.010	-1.718824
0.081833	0.010	-1.710996
0.082000	0.010	-1.737134
0.082167	0.010	-1.734553
0.082333	0.010	-1.740842
0.082500	0.010	-1.738713
0.082667	0.010	-1.743156
0.082833	0.010	-1.749833
0.083000	0.010	-1.764703
0.083167	0.010	-1.750587
0.083333	0.010	-1.744958
0.083500	0.010	-1.731197
0.083667	0.010	-1.741238
0.083833	0.010	-1.702088
0.084000	0.010	-1.731447
0.084167	0.010	-1.754087
0.084333	0.010	-1.730840
0.084500	0.010	-1.723207
0.084667	0.010	-1.731937
0.084833	0.010	-1.736736
0.085000	0.010	-1.709090
0.085167	0.010	-1.759696
0.085333	0.010	-1.740034
0.085500	0.010	-1.767971
0.085667	0.010	-1.729730
0.085833	0.010	-1.733806
0.086000	0.010	-1.749517
0.086167	0.010	-1.750782
0.086333	0.010	-1.767624
0.086500	0.010	-1.737223
0.086667	0.010	-1.728297
0.086833	0.010	-1.725344
0.087000	0.010	-1.744063
0.087167	0.010	-1.724591
0.087333	0.010	-1.740993
0.087500	0.010	-1.727697
0.087667	0.010	-1.735431
0.087833	0.010	-1.721766
0.088000	0.010	-1.728685
0.088167	0.010	-1.722271
0.088333	0.010	-1.745891
0.088500	0.010	-1.745115
0.088667	0.010	-1.741302
0.088833	0.010	-1.764666
0.089000	0.010	-1.770495
0.089167	0.010	-1.743878
0.089333	0.010	-1.705939
0.089500	0.010	-1.743079
0.089667	0.010	-1.704433
0.089833	0.010	-1.746710
0.090000	0.010	-1.720451
0.090167	0.010	-1.744368
0.090333	0.010	-1.717812
0.090500	0.010	-1.744148
0.090667	0.010	-1.760807
0.090833	0.010	-1.754068
0.091000	0.010	-1.789748
0.091167	0.010	-1.738538
0.091333	0.010	-1.751379
0.091500	0.010	-1.754910
0.091667	0.010	-1.751933
0.091833	0.010	-1.747780
0.092000	0.010	-1.745164
0.092167	0.010	-1.744643
0.092333	0.010	-1.764996
0.092500	0.010	-1.739944
0.092667	0.010	-1.722029
0.092833	0.010	-1.729998
0.093000	0.010	-1.746779
0.093167	0.010	-1.754649
0.093333	0.010	-1.769002
0.093500	0.010	-1.778052
0.093667	0.010	-1.707275
0.093833	0.010	-1.757366
0.094000	0.010	-1.768211
0.094167	0.010	-1.776321
0.094333	0.010	-1.732163
0.094500	0.010	-1.726447
0.094667	0.010	-1.755779
0.094833	0.010	-1.766516
0.095000	0.010	-1.753462
0.095167	0.010	-1.758676
0.095333	0.010	-1.768741
0.095500	0.010	-1.768791
0.095667	0.010	-1.763140
0.095833	0.010	-1.742652
0.096000	0.010	-1.748655
0.096167	0.010	-1.755854
0.096333	0.010	-1.752725
0.096500	0.010	-1.765189
0.096667	0.010	-1.744197
0.096833	0.010	-1.742641
0.097000	0.010	-1.766097
0.097167	0.010	-1.760652
0.097333	0.010	-1.785854
0.097500	0.010	-1.773836
0.097667	0.010	-1.755639
0.097833	0.010	-1.753216
0.098000	0.010	-1.736679
0.098167	0.010	-1.735243
0.098333	0.010	-1.732999
0.098500	0.010	-1.732950
0.098667	0.010	-1.733584
0.098833	0.010	-1.778533
0.099000	0.010	-1.781579
0.099167	0.010	-1.800933
0.099333	0.010	-1.785251
0.099500	0.010	-1.762260
0.099667	0.010	-1.749026
0.099833	0.010	-1.762849
0.100000	0.010	-1.746928
0.100167	0.010	-1.776414
0.100333	0.010	-1.766718
0.100500	0.010	-1.772119
0.100667	0.010	-1.751223
0.100833	0.010	-1.746700
0.101000	0.010	-1.768593
0.101167	0.010	-1.764519
0.101333	0.010	-1.765257
0.101500	0.010	-1.724613
0.101667	0.010	-1.759844
0.101833	0.010	-1.773534
0.102000	0.010	-1.737864
0.102167	0.010	-1.738962
0.102333	0.010	-1.727664
0.102500	0.010	-1.736500
0.102667	0.010	-1.743815
0.102833	0.010	-1.763825
0.103000	0.010	-1.791558
0.103167	0.010	-1.787513
0.103333	0.010	-1.759884
0.103500	0.010	-1.765830
0.103667	0.010	-1.759920
0.103833	0.010	-1.747931
0.104000	0.010	-1.734999
0.104167	0.010	-1.787366
0.104333	0.010	-1.771672
0.104500	0.010	-1.749874
0.104667	0.010	-1.748934
0.104833	0.010	-1.755819
0.105000	0.010	-1.761632
0.105167	0.010	-1.766208
0.105333	0.010	-1.760046
0.105500	0.010	-1.741035
0.105667	0.010	-1.769802
0.105833	0.010	-1.767055
0.106000	0.010	-1.750377
0.106167	0.010	-1.733785
0.106333	0.010	-1.753638
0.106500	0.010	-1.784583
0.106667	0.010	-1.777491
0.106833	0.010	-1.744564
0.107000	0.010	-1.762686
0.107167	0.010	-1.771490
0.107333	0.010	-1.783770
0.107500	0.010	-1.770382
0.107667	0.010	-1.765795
0.107833	0.010	-1.760872
0.108000	0.010	-1.747340
0.108167	0.010	-1.763082
0.108333	0.010	-1.762124
0.108500	0.010	-1.762596
0.108667	0.010	-1.761990
0.108833	0.010	-1.743118
0.109000	0.010	-1.748351
0.109167	0.010	-1.761784
0.109333	0.010	-1.758162
0.109500	0.010	-1.785543
0.109667	0.010	-1.816244
0.109833	0.010	-1.792989
0.110000	0.010	-1.784347
0.110167	0.010	-1.740593
0.110333	0.010	-1.740381
0.110500	0.010	-1.739362
0.110667	0.010	-1.736409
0.110833	0.010	-1.752114
0.111000	0.010	-1.742879
0.111167	0.010	-1.732880
0.111333	0.010	-1.737146
0.111500	0.010	-1.746644
0.111667	0.010	-1.735827
0.111833	0.010	-1.771629
0.112000	0.010	-1.779623
0.112167	0.010	-1.766647
0.112333	0.010	-1.742400
0.112500	0.010	-1.738579
0.112667	0.010	-1.757537
0.112833	0.010	-1.763033
0.113000	0.010	-1.757856
0.113167	0.010	-1.771743
0.113333	0.010	-1.758282
0.113500	0.010	-1.751544
0.113667	0.010	-1.770045
0.113833	0.010	-1.783874
0.114000	0.010	-1.747183
0.114167	0.010	-1.766411
0.114333	0.010	-1.784765
0.114500	0.010	-1.759383
0.114667	0.010	-1.772368
0.114833	0.010	-1.762068
0.115000	0.010	-1.777899
0.115167	0.010	-1.736169
0.115333	0.010	-1.715754
0.115500	0.010	-1.716845
0.115667	0.010	-1.741873
0.115833	0.010	-1.752828
0.116000	0.010	-1.783186
0.116167	0.010	-1.754684
0.116333	0.010	-1.754804
0.116500	0.010	-1.774663
0.116667	0.010	-1.782601
0.116833	0.010	-1.785163
0.117000	0.010	-1.774307
0.117167	0.010	-1.780904
0.117333	0.010	-1.758017
0.117500	0.010	-1.776099
0.117667	0.010	-1.764305
0.117833	0.010	-1.760957
0.118000	0.010	-1.761122
0.118167	0.010	-1.756869
0.118333	0.010	-1.749270
0.118500	0.010	-1.787545
0.118667	0.010	-1.770480
0.118833	0.010	-1.774799
0.119000	0.010	-1.777564
0.119167	0.010	-1.758880
0.119333	0.010	-1.761225
0.119500	0.010	-1.768033
0.119667	0.010	-1.787442
0.119833	0.010	-1.764411
0.120000	0.010	-1.776642
0.120167	0.010	-1.783266
0.120333	0.010	-1.766727
0.120500	0.010	-1.767105
0.120667	0.010	-1.771867
0.120833	0.010	-1.754667
0.121000	0.010	-1.769664
0.121167	0.010	-1.778691
0.121333	0.010	-1.788363
0.121500	0.010	-1.797401
0.121667	0.010	-1.791751
0.121833	0.010	-1.764157
0.122000	0.010	-1.766877
0.122167	0.010	-1.758560
0.122333	0.010	-1.732512
0.122500	0.010	-1.751425
0.122667	0.010	-1.797823
0.122833	0.010	-1.811469
0.123000	0.010	-1.771222
0.123167	0.010	-1.733074
0.123333	0.010	-1.714101
0.123500	0.010	-1.738289
0.123667	0.010	-1.749728
0.123833	0.010	-1.768133
0.124000	0.010	-1.787904
0.124167	0.010	-1.775381
0.124333	0.010	-1.758048
0.124500	0.010	-1.759975
0.124667	0.010	-1.752357
0.124833	0.010	-1.783831
0.125000	0.010	-1.797391
0.125167	0.010	-1.802396
0.125333	0.010	-1.802454
0.125500	0.010	-1.796300
0.125667	0.010	-1.772118
0.125833	0.010	-1.766051
0.126000	0.010	-1.785653
0.126167	0.010	-1.768419
0.126333	0.010	-1.754250
0.126500	0.010	-1.753034
0.126667	0.010	-1.756175
0.126833	0.010	-1.756496
0.127000	0.010	-1.775516
0.127167	0.010	-1.727450
0.127333	0.010	-1.767022
0.127500	0.010	-1.774994
0.127667	0.010	-1.745178
0.127833	0.010	-1.764535
0.128000	0.010	-1.762521
0.128167	0.010	-1.752997
0.128333	0.010	-1.760172
0.128500	0.010	-1.749162
0.128667	0.010	-1.777542
0.128833	0.010	-1.793116
0.129000	0.010	-1.786833
0.129167	0.010	-1.771207
0.129333	0.010	-1.752953
0.129500	0.010	-1.746369
0.129667	0.010	-1.756364
0.129833	0.010	-1.758433
0.130000	0.010	-1.770100
0.130167	0.010	-1.778841
0.130333	0.010	-1.778159
0.130500	0.010	-1.776320
0.130667	0.010	-1.786562
0.130833	0.010	-1.770435
0.131000	0.010	-1.776478
0.131167	0.010	-1.800258
0.131333	0.010	-1.781795
0.131500	0.010	-1.790025
0.131667	0.010	-1.771246
0.131833	0.010	-1.773394
0.132000	0.010	-1.778301
0.132167	0.010	-1.785685
0.132333	0.010	-1.781485
0.132500	0.010	-1.770199
0.132667	0.010	-1.803592
0.132833	0.010	-1.784054
0.133000	0.010	-1.768846
0.133167	0.010	-1.795478
0.133333	0.010	-1.747707
0.133500	0.010	-1.760616
0.133667	0.010	-1.772669
0.133833	0.010	-1.793625
0.134000	0.010	-1.786322
0.134167	0.010	-1.777203
0.134333	0.010	-1.780962
0.134500	0.010	-1.769855
0.134667	0.010	-1.770319
0.134833	0.010	-1.794956
0.135000	0.010	-1.793197
0.135167	0.010	-1.759612
0.135333	0.010	-1.777837
0.135500	0.010	-1.794172
0.135667	0.010	-1.788180
0.135833	0.010	-1.771177
0.136000	0.010	-1.782092
0.136167	0.010	-1.755557
0.136333	0.010	-1.753991
0.136500	0.010	-1.766783
0.136667	0.010	-1.787826
0.136833	0.010	-1.793105
0.137000	0.010	-1.796444
0.137167	0.010	-1.806270
0.137333	0.010	-1.799696
0.137500	0.010	-1.782244
0.137667	0.010	-1.768675
0.137833	0.010	-1.767141
0.138000	0.010	-1.787825
0.138167	0.010	-1.754807
0.138333	0.010	-1.773005
0.138500	0.010	-1.755550
0.138667	0.010	-1.768076
0.138833	0.010	-1.773520
0.139000	0.010	-1.781831
0.139167	0.010	-1.754789
0.139333	0.010	-1.786821
0.139500	0.010	-1.763059
0.139667	0.010	-1.761958
0.139833	0.010	-1.781209
0.140000	0.010	-1.797414
0.140167	0.010	-1.800434
0.140333	0.010	-1.767393
0.140500	0.010	-1.763070
0.140667	0.010	-1.761152
0.140833	0.010	-1.793480
0.141000	0.010	-1.794254
0.141167	0.010	-1.777175
0.141333	0.010	-1.788437
0.141500	0.010	-1.785766
0.141667	0.010	-1.777039
0.141833	0.010	-1.779309
0.142000	0.010	-1.771108
0.142167	0.010	-1.773832
0.142333	0.010	-1.780385
0.142500	0.010	-1.767057
0.142667	0.010	-1.769640
0.142833	0.010	-1.754548
0.143000	0.010	-1.763589
0.143167	0.010	-1.772575
0.143333	0.010	-1.797791
0.143500	0.010	-1.778019
0.143667	0.010	-1.778924
