File Path	chrom://d9p16qn1/ChromeleonLocal/Instrument Data/HPLC/Sequences/CH 456/Alena/alena_b.seq/500.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	5 mL Std
Injection Number	3
Position	3
Comment	
Processing Method	Hot Sauce_rev1
Instrument Method	Hot Sauce_rev1
Type	Calibration Standard
Status	Finished
Injection Date	11/1/2016
Injection Time	9:42:09 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	9.000000
Data Points	54000
Detector	UV
Exporting Data System	Chromeleon 7.1.1.1127
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.113934
Signal Max.	42.360594
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.020
Average Step (s)	0.010

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.136500	0.010	-0.068509
0.136667	0.010	-0.058225
0.136833	0.010	-0.064005
0.137000	0.010	-0.056533
0.137167	0.010	-0.068838
0.137333	0.010	-0.064606
0.137500	0.010	-0.062500
0.137667	0.010	-0.085780
0.137833	0.010	-0.047059
0.138000	0.010	-0.026623
0.138167	0.010	-0.054681
0.138333	0.010	-0.046422
0.138500	0.010	-0.059141
0.138667	0.010	-0.039937
0.138833	0.010	-0.053158
0.139000	0.010	-0.055118
0.139167	0.010	-0.070005
0.139333	0.010	-0.066851
0.139500	0.010	-0.089097
0.139667	0.010	-0.067350
0.139833	0.010	-0.048673
0.140000	0.010	-0.058740
0.140167	0.010	-0.079824
0.140333	0.010	-0.084041
0.140500	0.010	-0.080571
0.140667	0.010	-0.067386
0.140833	0.010	-0.076897
0.141000	0.010	-0.090879
0.141167	0.010	-0.053104
0.141333	0.010	-0.067170
0.141500	0.010	-0.052026
0.141667	0.010	-0.059126
0.141833	0.010	-0.087701
0.142000	0.010	-0.063799
0.142167	0.010	-0.074759
0.142333	0.010	-0.062276
0.142500	0.010	-0.057076
0.142667	0.010	-0.053655
0.142833	0.010	-0.069681
0.143000	0.010	-0.060383
0.143167	0.010	-0.072027
0.143333	0.010	-0.070536
0.143500	0.010	-0.081653
