File Path	chrom://d9p16qn1/ChromeleonLocal/Instrument Data/HPLC/Sequences/CH 456/Alena/alena_b.seq/185.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	Unknown-run3
Injection Number	6
Position	7
Comment	
Processing Method	Hot Sauce_rev1
Instrument Method	Hot Sauce_rev1
Type	Unspiked
Status	Finished
Injection Date	11/1/2016
Injection Time	10:13:48 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	9.000000
Data Points	54000
Detector	UV
Exporting Data System	Chromeleon 7.1.1.1127
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.622177
Signal Max.	172.916323
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.020
Average Step (s)	0.010

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.014000	0.010	-1.397554
0.014167	0.010	-1.407101
0.014333	0.010	-1.402760
0.014500	0.010	-1.381996
0.014667	0.010	-1.379114
0.014833	0.010	-1.341348
0.015000	0.010	-1.355702
0.015167	0.010	-1.377915
0.015333	0.010	-1.370389
0.015500	0.010	-1.373911
0.015667	0.010	-1.364324
0.015833	0.010	-1.373743
0.016000	0.010	-1.394087
0.016167	0.010	-1.377259
0.016333	0.010	-1.420924
0.016500	0.010	-1.400809
0.016667	0.010	-1.387092
0.016833	0.010	-1.384526
0.017000	0.010	-1.395417
0.017167	0.010	-1.396635
0.017333	0.010	-1.378485
0.017500	0.010	-1.383650
0.017667	0.010	-1.399400
0.017833	0.010	-1.379687
0.018000	0.010	-1.399296
0.018167	0.010	-1.390068
0.018333	0.010	-1.398515
0.018500	0.010	-1.402345
0.018667	0.010	-1.370817
0.018833	0.010	-1.395521
0.019000	0.010	-1.362717
0.019167	0.010	-1.390025
0.019333	0.010	-1.394291
0.019500	0.010	-1.378395
0.019667	0.010	-1.411589
0.019833	0.010	-1.394403
0.020000	0.010	-1.356051
0.020167	0.010	-1.396625
0.020333	0.010	-1.406618
0.020500	0.010	-1.410802
0.020667	0.010	-1.406106
0.020833	0.010	-1.399463
0.021000	0.010	-1.394997
0.021167	0.010	-1.361483
0.021333	0.010	-1.375253
0.021500	0.010	-1.393005
0.021667	0.010	-1.410099
0.021833	0.010	-1.387042
0.022000	0.010	-1.379529
0.022167	0.010	-1.364654
0.022333	0.010	-1.361348
0.022500	0.010	-1.373417
0.022667	0.010	-1.393056
0.022833	0.010	-1.401671
0.023000	0.010	-1.421944
0.023167	0.010	-1.412487
0.023333	0.010	-1.414321
0.023500	0.010	-1.392273
0.023667	0.010	-1.404766
0.023833	0.010	-1.396651
0.024000	0.010	-1.411723
0.024167	0.010	-1.414108
0.024333	0.010	-1.402449
0.024500	0.010	-1.399770
0.024667	0.010	-1.400915
0.024833	0.010	-1.416202
0.025000	0.010	-1.416943
0.025167	0.010	-1.436752
0.025333	0.010	-1.426033
0.025500	0.010	-1.415963
0.025667	0.010	-1.406651
0.025833	0.010	-1.393027
0.026000	0.010	-1.385130
0.026167	0.010	-1.401012
0.026333	0.010	-1.377959
0.026500	0.010	-1.400084
0.026667	0.010	-1.387054
0.026833	0.010	-1.413455
0.027000	0.010	-1.418813
0.027167	0.010	-1.418728
0.027333	0.010	-1.377898
0.027500	0.010	-1.399859
0.027667	0.010	-1.387449
0.027833	0.010	-1.395480
0.028000	0.010	-1.416467
0.028167	0.010	-1.412933
0.028333	0.010	-1.412896
0.028500	0.010	-1.413729
0.028667	0.010	-1.409965
0.028833	0.010	-1.389650
0.029000	0.010	-1.402047
0.029167	0.010	-1.407475
0.029333	0.010	-1.407207
0.029500	0.010	-1.396625
0.029667	0.010	-1.407507
0.029833	0.010	-1.410538
0.030000	0.010	-1.408499
0.030167	0.010	-1.390552
0.030333	0.010	-1.392172
0.030500	0.010	-1.388987
0.030667	0.010	-1.348721
0.030833	0.010	-1.386648
0.031000	0.010	-1.383524
0.031167	0.010	-1.402582
0.031333	0.010	-1.363002
0.031500	0.010	-1.382944
0.031667	0.010	-1.385509
0.031833	0.010	-1.403604
0.032000	0.010	-1.413697
0.032167	0.010	-1.425114
0.032333	0.010	-1.439334
0.032500	0.010	-1.449109
0.032667	0.010	-1.424730
0.032833	0.010	-1.432575
0.033000	0.010	-1.423289
0.033167	0.010	-1.411573
0.033333	0.010	-1.427746
0.033500	0.010	-1.392815
0.033667	0.010	-1.403954
0.033833	0.010	-1.387649
0.034000	0.010	-1.400860
0.034167	0.010	-1.405911
0.034333	0.010	-1.388658
0.034500	0.010	-1.423770
0.034667	0.010	-1.413400
0.034833	0.010	-1.408695
0.035000	0.010	-1.392098
0.035167	0.010	-1.403881
0.035333	0.010	-1.414746
0.035500	0.010	-1.371764
0.035667	0.010	-1.360074
0.035833	0.010	-1.387987
0.036000	0.010	-1.393445
0.036167	0.010	-1.419058
0.036333	0.010	-1.404323
0.036500	0.010	-1.399775
0.036667	0.010	-1.380739
0.036833	0.010	-1.399182
0.037000	0.010	-1.391162
0.037167	0.010	-1.429103
0.037333	0.010	-1.418225
0.037500	0.010	-1.431605
0.037667	0.010	-1.409775
0.037833	0.010	-1.419974
0.038000	0.010	-1.426462
0.038167	0.010	-1.425448
0.038333	0.010	-1.390651
0.038500	0.010	-1.383764
0.038667	0.010	-1.407701
0.038833	0.010	-1.389159
0.039000	0.010	-1.379442
0.039167	0.010	-1.386137
0.039333	0.010	-1.413866
0.039500	0.010	-1.406231
0.039667	0.010	-1.400525
0.039833	0.010	-1.421525
0.040000	0.010	-1.408061
0.040167	0.010	-1.385958
0.040333	0.010	-1.395349
0.040500	0.010	-1.407880
0.040667	0.010	-1.429417
0.040833	0.010	-1.426043
0.041000	0.010	-1.390417
0.041167	0.010	-1.396770
0.041333	0.010	-1.425478
0.041500	0.010	-1.409739
0.041667	0.010	-1.385760
0.041833	0.010	-1.398500
0.042000	0.010	-1.393316
0.042167	0.010	-1.429999
0.042333	0.010	-1.423510
0.042500	0.010	-1.420889
0.042667	0.010	-1.421487
0.042833	0.010	-1.401054
0.043000	0.010	-1.396458
0.043167	0.010	-1.409211
0.043333	0.010	-1.434440
0.043500	0.010	-1.445045
0.043667	0.010	-1.435421
0.043833	0.010	-1.435444
0.044000	0.010	-1.432708
0.044167	0.010	-1.412801
0.044333	0.010	-1.427630
0.044500	0.010	-1.422958
0.044667	0.010	-1.396599
0.044833	0.010	-1.387118
0.045000	0.010	-1.399170
0.045167	0.010	-1.402550
0.045333	0.010	-1.398767
0.045500	0.010	-1.392266
0.045667	0.010	-1.384760
0.045833	0.010	-1.413997
0.046000	0.010	-1.408915
0.046167	0.010	-1.392924
0.046333	0.010	-1.390536
0.046500	0.010	-1.384167
0.046667	0.010	-1.440694
0.046833	0.010	-1.396547
0.047000	0.010	-1.415034
0.047167	0.010	-1.425894
0.047333	0.010	-1.416592
0.047500	0.010	-1.394761
0.047667	0.010	-1.405490
0.047833	0.010	-1.407923
0.048000	0.010	-1.444796
0.048167	0.010	-1.448087
0.048333	0.010	-1.394824
0.048500	0.010	-1.415903
0.048667	0.010	-1.403269
0.048833	0.010	-1.390827
0.049000	0.010	-1.428228
0.049167	0.010	-1.428961
0.049333	0.010	-1.409793
0.049500	0.010	-1.423178
0.049667	0.010	-1.416380
0.049833	0.010	-1.438285
0.050000	0.010	-1.408393
0.050167	0.010	-1.411162
0.050333	0.010	-1.440301
0.050500	0.010	-1.427377
0.050667	0.010	-1.418364
0.050833	0.010	-1.408464
0.051000	0.010	-1.401496
0.051167	0.010	-1.438487
0.051333	0.010	-1.447972
0.051500	0.010	-1.411557
0.051667	0.010	-1.445486
0.051833	0.010	-1.394622
0.052000	0.010	-1.417473
0.052167	0.010	-1.426635
0.052333	0.010	-1.423826
0.052500	0.010	-1.430484
0.052667	0.010	-1.416969
0.052833	0.010	-1.422052
0.053000	0.010	-1.422603
0.053167	0.010	-1.449518
0.053333	0.010	-1.415291
0.053500	0.010	-1.414571
0.053667	0.010	-1.421089
0.053833	0.010	-1.422145
0.054000	0.010	-1.403038
0.054167	0.010	-1.412562
0.054333	0.010	-1.440590
0.054500	0.010	-1.430779
0.054667	0.010	-1.423199
0.054833	0.010	-1.435066
0.055000	0.010	-1.423006
0.055167	0.010	-1.428151
0.055333	0.010	-1.398244
0.055500	0.010	-1.386787
0.055667	0.010	-1.397660
0.055833	0.010	-1.416566
0.056000	0.010	-1.418918
0.056167	0.010	-1.417116
0.056333	0.010	-1.422275
0.056500	0.010	-1.408029
0.056667	0.010	-1.433687
0.056833	0.010	-1.416702
0.057000	0.010	-1.434060
0.057167	0.010	-1.440835
0.057333	0.010	-1.444508
0.057500	0.010	-1.434259
0.057667	0.010	-1.427789
0.057833	0.010	-1.430150
0.058000	0.010	-1.403160
0.058167	0.010	-1.411846
0.058333	0.010	-1.397713
0.058500	0.010	-1.403893
0.058667	0.010	-1.422232
0.058833	0.010	-1.426117
0.059000	0.010	-1.438232
0.059167	0.010	-1.420614
0.059333	0.010	-1.425374
0.059500	0.010	-1.412161
0.059667	0.010	-1.425176
0.059833	0.010	-1.455690
0.060000	0.010	-1.464946
0.060167	0.010	-1.470347
0.060333	0.010	-1.447147
0.060500	0.010	-1.428575
0.060667	0.010	-1.443425
0.060833	0.010	-1.397773
0.061000	0.010	-1.408934
0.061167	0.010	-1.429186
0.061333	0.010	-1.428370
0.061500	0.010	-1.441638
0.061667	0.010	-1.395417
0.061833	0.010	-1.412885
0.062000	0.010	-1.418818
0.062167	0.010	-1.428268
0.062333	0.010	-1.422107
0.062500	0.010	-1.410900
0.062667	0.010	-1.410354
0.062833	0.010	-1.439381
0.063000	0.010	-1.409798
0.063167	0.010	-1.426735
0.063333	0.010	-1.454790
0.063500	0.010	-1.398388
0.063667	0.010	-1.424682
0.063833	0.010	-1.414447
0.064000	0.010	-1.435627
0.064167	0.010	-1.417704
0.064333	0.010	-1.408709
0.064500	0.010	-1.418621
0.064667	0.010	-1.421391
0.064833	0.010	-1.389856
0.065000	0.010	-1.400732
0.065167	0.010	-1.417662
0.065333	0.010	-1.406183
0.065500	0.010	-1.427022
0.065667	0.010	-1.435600
0.065833	0.010	-1.428809
0.066000	0.010	-1.455491
0.066167	0.010	-1.445904
0.066333	0.010	-1.452574
0.066500	0.010	-1.415690
0.066667	0.010	-1.411388
0.066833	0.010	-1.422333
0.067000	0.010	-1.422964
0.067167	0.010	-1.417216
0.067333	0.010	-1.444390
0.067500	0.010	-1.457289
0.067667	0.010	-1.439496
0.067833	0.010	-1.450917
0.068000	0.010	-1.426698
0.068167	0.010	-1.432183
0.068333	0.010	-1.443494
0.068500	0.010	-1.426059
0.068667	0.010	-1.439784
0.068833	0.010	-1.430349
0.069000	0.010	-1.439541
0.069167	0.010	-1.424261
0.069333	0.010	-1.419438
0.069500	0.010	-1.421626
0.069667	0.010	-1.448165
0.069833	0.010	-1.457152
0.070000	0.010	-1.426860
0.070167	0.010	-1.446355
0.070333	0.010	-1.446947
0.070500	0.010	-1.437986
0.070667	0.010	-1.404828
0.070833	0.010	-1.424575
0.071000	0.010	-1.433118
0.071167	0.010	-1.414186
0.071333	0.010	-1.441456
0.071500	0.010	-1.442311
0.071667	0.010	-1.443452
0.071833	0.010	-1.417511
0.072000	0.010	-1.438616
0.072167	0.010	-1.446051
0.072333	0.010	-1.434890
0.072500	0.010	-1.470867
0.072667	0.010	-1.424489
0.072833	0.010	-1.462182
0.073000	0.010	-1.421938
0.073167	0.010	-1.431242
0.073333	0.010	-1.453882
0.073500	0.010	-1.442498
0.073667	0.010	-1.412970
0.073833	0.010	-1.440078
0.074000	0.010	-1.456144
0.074167	0.010	-1.474162
0.074333	0.010	-1.440156
0.074500	0.010	-1.444903
0.074667	0.010	-1.430836
0.074833	0.010	-1.437126
0.075000	0.010	-1.425639
0.075167	0.010	-1.431603
0.075333	0.010	-1.425175
0.075500	0.010	-1.446152
0.075667	0.010	-1.443384
0.075833	0.010	-1.419829
0.076000	0.010	-1.456682
0.076167	0.010	-1.443675
0.076333	0.010	-1.449258
0.076500	0.010	-1.472867
0.076667	0.010	-1.461865
0.076833	0.010	-1.451870
0.077000	0.010	-1.449504
0.077167	0.010	-1.435502
0.077333	0.010	-1.427029
0.077500	0.010	-1.430709
0.077667	0.010	-1.406640
0.077833	0.010	-1.436638
0.078000	0.010	-1.446399
0.078167	0.010	-1.438557
0.078333	0.010	-1.446225
0.078500	0.010	-1.427166
0.078667	0.010	-1.433235
0.078833	0.010	-1.434454
0.079000	0.010	-1.416306
0.079167	0.010	-1.384566
0.079333	0.010	-1.405304
0.079500	0.010	-1.443498
0.079667	0.010	-1.457351
0.079833	0.010	-1.455771
0.080000	0.010	-1.440083
0.080167	0.010	-1.449355
0.080333	0.010	-1.441300
0.080500	0.010	-1.446488
0.080667	0.010	-1.458201
0.080833	0.010	-1.448341
0.081000	0.010	-1.431362
0.081167	0.010	-1.427989
0.081333	0.010	-1.430357
0.081500	0.010	-1.432553
0.081667	0.010	-1.444305
0.081833	0.010	-1.451309
0.082000	0.010	-1.451328
0.082167	0.010	-1.454122
0.082333	0.010	-1.473403
0.082500	0.010	-1.446008
0.082667	0.010	-1.416844
0.082833	0.010	-1.421189
0.083000	0.010	-1.439485
0.083167	0.010	-1.459282
0.083333	0.010	-1.457009
0.083500	0.010	-1.448871
0.083667	0.010	-1.440241
0.083833	0.010	-1.441544
0.084000	0.010	-1.448292
0.084167	0.010	-1.458865
0.084333	0.010	-1.463340
0.084500	0.010	-1.437151
0.084667	0.010	-1.475485
0.084833	0.010	-1.424600
0.085000	0.010	-1.446671
0.085167	0.010	-1.463534
0.085333	0.010	-1.469733
0.085500	0.010	-1.490414
0.085667	0.010	-1.434564
0.085833	0.010	-1.450392
0.086000	0.010	-1.450599
0.086167	0.010	-1.455423
0.086333	0.010	-1.417699
0.086500	0.010	-1.460280
0.086667	0.010	-1.428141
0.086833	0.010	-1.456049
0.087000	0.010	-1.467170
0.087167	0.010	-1.477576
0.087333	0.010	-1.450050
0.087500	0.010	-1.425353
0.087667	0.010	-1.431638
0.087833	0.010	-1.474386
0.088000	0.010	-1.455534
0.088167	0.010	-1.460115
0.088333	0.010	-1.451959
0.088500	0.010	-1.435600
0.088667	0.010	-1.429579
0.088833	0.010	-1.427254
0.089000	0.010	-1.454855
0.089167	0.010	-1.445349
0.089333	0.010	-1.457785
0.089500	0.010	-1.452684
0.089667	0.010	-1.439550
0.089833	0.010	-1.442172
0.090000	0.010	-1.451562
0.090167	0.010	-1.446544
0.090333	0.010	-1.456647
0.090500	0.010	-1.449443
0.090667	0.010	-1.442997
0.090833	0.010	-1.422208
0.091000	0.010	-1.420734
0.091167	0.010	-1.462777
0.091333	0.010	-1.454893
0.091500	0.010	-1.442898
0.091667	0.010	-1.476085
0.091833	0.010	-1.471912
0.092000	0.010	-1.459633
0.092167	0.010	-1.465611
0.092333	0.010	-1.473872
0.092500	0.010	-1.485061
0.092667	0.010	-1.474845
0.092833	0.010	-1.453267
0.093000	0.010	-1.443160
0.093167	0.010	-1.444670
0.093333	0.010	-1.453616
0.093500	0.010	-1.462067
0.093667	0.010	-1.436518
0.093833	0.010	-1.446028
0.094000	0.010	-1.447654
0.094167	0.010	-1.449899
0.094333	0.010	-1.436363
0.094500	0.010	-1.442485
0.094667	0.010	-1.445875
0.094833	0.010	-1.443263
0.095000	0.010	-1.441319
0.095167	0.010	-1.442013
0.095333	0.010	-1.452860
0.095500	0.010	-1.455597
0.095667	0.010	-1.460382
0.095833	0.010	-1.444395
0.096000	0.010	-1.476615
0.096167	0.010	-1.431034
0.096333	0.010	-1.430871
0.096500	0.010	-1.413051
0.096667	0.010	-1.446256
0.096833	0.010	-1.454345
0.097000	0.010	-1.445976
0.097167	0.010	-1.435746
0.097333	0.010	-1.446342
0.097500	0.010	-1.446583
0.097667	0.010	-1.443372
0.097833	0.010	-1.455917
0.098000	0.010	-1.445810
0.098167	0.010	-1.438301
0.098333	0.010	-1.440820
0.098500	0.010	-1.457925
0.098667	0.010	-1.458567
0.098833	0.010	-1.430911
0.099000	0.010	-1.455396
0.099167	0.010	-1.437214
0.099333	0.010	-1.428622
0.099500	0.010	-1.423601
0.099667	0.010	-1.433902
0.099833	0.010	-1.419993
0.100000	0.010	-1.432984
0.100167	0.010	-1.448856
0.100333	0.010	-1.442622
0.100500	0.010	-1.442818
0.100667	0.010	-1.488214
0.100833	0.010	-1.449500
0.101000	0.010	-1.432914
0.101167	0.010	-1.445840
0.101333	0.010	-1.463781
0.101500	0.010	-1.444134
0.101667	0.010	-1.454631
0.101833	0.010	-1.447918
0.102000	0.010	-1.460320
0.102167	0.010	-1.462035
0.102333	0.010	-1.476722
0.102500	0.010	-1.479789
0.102667	0.010	-1.432811
0.102833	0.010	-1.435079
0.103000	0.010	-1.448519
0.103167	0.010	-1.476061
0.103333	0.010	-1.462604
0.103500	0.010	-1.481942
0.103667	0.010	-1.468356
0.103833	0.010	-1.476842
0.104000	0.010	-1.442900
0.104167	0.010	-1.462624
0.104333	0.010	-1.481910
0.104500	0.010	-1.469670
0.104667	0.010	-1.430365
0.104833	0.010	-1.424677
0.105000	0.010	-1.437646
0.105167	0.010	-1.430428
0.105333	0.010	-1.428790
0.105500	0.010	-1.433212
0.105667	0.010	-1.471106
0.105833	0.010	-1.455847
0.106000	0.010	-1.434823
0.106167	0.010	-1.463118
0.106333	0.010	-1.485761
0.106500	0.010	-1.465891
0.106667	0.010	-1.457864
0.106833	0.010	-1.461367
0.107000	0.010	-1.454360
0.107167	0.010	-1.435755
0.107333	0.010	-1.456612
0.107500	0.010	-1.468223
0.107667	0.010	-1.463362
0.107833	0.010	-1.453609
0.108000	0.010	-1.456891
0.108167	0.010	-1.444615
0.108333	0.010	-1.459894
0.108500	0.010	-1.462089
0.108667	0.010	-1.464821
0.108833	0.010	-1.454773
0.109000	0.010	-1.480236
0.109167	0.010	-1.458515
0.109333	0.010	-1.469010
0.109500	0.010	-1.457642
0.109667	0.010	-1.449836
0.109833	0.010	-1.462162
0.110000	0.010	-1.484457
0.110167	0.010	-1.447495
0.110333	0.010	-1.466687
0.110500	0.010	-1.489779
0.110667	0.010	-1.456680
0.110833	0.010	-1.455599
0.111000	0.010	-1.469601
0.111167	0.010	-1.453574
0.111333	0.010	-1.430970
0.111500	0.010	-1.460515
0.111667	0.010	-1.452941
0.111833	0.010	-1.451149
0.112000	0.010	-1.460795
0.112167	0.010	-1.469921
0.112333	0.010	-1.437703
0.112500	0.010	-1.444685
0.112667	0.010	-1.447840
0.112833	0.010	-1.483245
0.113000	0.010	-1.471549
0.113167	0.010	-1.490073
0.113333	0.010	-1.459925
0.113500	0.010	-1.467885
0.113667	0.010	-1.458811
0.113833	0.010	-1.477747
0.114000	0.010	-1.463946
0.114167	0.010	-1.443967
0.114333	0.010	-1.474811
0.114500	0.010	-1.458386
0.114667	0.010	-1.453184
0.114833	0.010	-1.484031
0.115000	0.010	-1.468135
0.115167	0.010	-1.442551
0.115333	0.010	-1.469103
0.115500	0.010	-1.460998
0.115667	0.010	-1.462490
0.115833	0.010	-1.471866
0.116000	0.010	-1.471577
0.116167	0.010	-1.467776
0.116333	0.010	-1.463697
0.116500	0.010	-1.486982
0.116667	0.010	-1.455385
0.116833	0.010	-1.478845
0.117000	0.010	-1.473481
0.117167	0.010	-1.495278
0.117333	0.010	-1.443271
0.117500	0.010	-1.495568
0.117667	0.010	-1.482807
0.117833	0.010	-1.467683
0.118000	0.010	-1.474083
0.118167	0.010	-1.458878
0.118333	0.010	-1.452430
0.118500	0.010	-1.466685
0.118667	0.010	-1.448063
0.118833	0.010	-1.483542
0.119000	0.010	-1.474834
0.119167	0.010	-1.475373
0.119333	0.010	-1.459519
0.119500	0.010	-1.461767
0.119667	0.010	-1.462823
0.119833	0.010	-1.447074
0.120000	0.010	-1.470180
0.120167	0.010	-1.475897
0.120333	0.010	-1.470213
0.120500	0.010	-1.481974
0.120667	0.010	-1.470677
0.120833	0.010	-1.471589
0.121000	0.010	-1.451812
0.121167	0.010	-1.467106
0.121333	0.010	-1.458432
0.121500	0.010	-1.470183
0.121667	0.010	-1.499258
0.121833	0.010	-1.469620
0.122000	0.010	-1.507502
0.122167	0.010	-1.491917
0.122333	0.010	-1.476127
0.122500	0.010	-1.474806
0.122667	0.010	-1.485748
0.122833	0.010	-1.481045
0.123000	0.010	-1.464570
0.123167	0.010	-1.491525
0.123333	0.010	-1.494752
0.123500	0.010	-1.464226
0.123667	0.010	-1.476665
0.123833	0.010	-1.482431
0.124000	0.010	-1.479684
0.124167	0.010	-1.483623
0.124333	0.010	-1.465121
0.124500	0.010	-1.475156
0.124667	0.010	-1.440509
0.124833	0.010	-1.444367
0.125000	0.010	-1.450408
0.125167	0.010	-1.448390
0.125333	0.010	-1.426369
0.125500	0.010	-1.440768
0.125667	0.010	-1.462226
0.125833	0.010	-1.424543
0.126000	0.010	-1.468676
0.126167	0.010	-1.483492
0.126333	0.010	-1.473963
0.126500	0.010	-1.483483
0.126667	0.010	-1.483297
0.126833	0.010	-1.448331
0.127000	0.010	-1.433944
0.127167	0.010	-1.433714
0.127333	0.010	-1.449983
0.127500	0.010	-1.447515
0.127667	0.010	-1.423815
0.127833	0.010	-1.454129
0.128000	0.010	-1.455220
0.128167	0.010	-1.462725
0.128333	0.010	-1.493270
0.128500	0.010	-1.507393
0.128667	0.010	-1.475132
0.128833	0.010	-1.452623
0.129000	0.010	-1.456223
0.129167	0.010	-1.463650
0.129333	0.010	-1.449900
0.129500	0.010	-1.467773
0.129667	0.010	-1.500556
0.129833	0.010	-1.492574
0.130000	0.010	-1.490074
0.130167	0.010	-1.496507
0.130333	0.010	-1.487579
0.130500	0.010	-1.482650
0.130667	0.010	-1.486410
0.130833	0.010	-1.490710
0.131000	0.010	-1.442493
0.131167	0.010	-1.471504
0.131333	0.010	-1.451855
0.131500	0.010	-1.456898
0.131667	0.010	-1.472912
0.131833	0.010	-1.454814
0.132000	0.010	-1.452282
0.132167	0.010	-1.474181
0.132333	0.010	-1.480183
0.132500	0.010	-1.443781
0.132667	0.010	-1.444740
0.132833	0.010	-1.441961
0.133000	0.010	-1.437928
0.133167	0.010	-1.466285
0.133333	0.010	-1.472147
0.133500	0.010	-1.476912
0.133667	0.010	-1.496729
0.133833	0.010	-1.465444
0.134000	0.010	-1.449990
0.134167	0.010	-1.497841
0.134333	0.010	-1.503438
0.134500	0.010	-1.475031
0.134667	0.010	-1.466970
0.134833	0.010	-1.453400
0.135000	0.010	-1.459307
0.135167	0.010	-1.473919
0.135333	0.010	-1.480349
0.135500	0.010	-1.507679
0.135667	0.010	-1.508362
0.135833	0.010	-1.475234
0.136000	0.010	-1.432704
0.136167	0.010	-1.465352
0.136333	0.010	-1.459248
0.136500	0.010	-1.462049
0.136667	0.010	-1.504779
0.136833	0.010	-1.498453
0.137000	0.010	-1.489922
0.137167	0.010	-1.477846
0.137333	0.010	-1.516938
0.137500	0.010	-1.513963
0.137667	0.010	-1.498081
0.137833	0.010	-1.462847
0.138000	0.010	-1.474488
0.138167	0.010	-1.442408
0.138333	0.010	-1.444423
0.138500	0.010	-1.463894
0.138667	0.010	-1.481974
0.138833	0.010	-1.505880
0.139000	0.010	-1.502648
0.139167	0.010	-1.493523
0.139333	0.010	-1.504068
0.139500	0.010	-1.491434
0.139667	0.010	-1.493823
0.139833	0.010	-1.511109
0.140000	0.010	-1.456293
0.140167	0.010	-1.462342
0.140333	0.010	-1.464202
0.140500	0.010	-1.438375
0.140667	0.010	-1.478764
0.140833	0.010	-1.455090
0.141000	0.010	-1.461739
0.141167	0.010	-1.491224
0.141333	0.010	-1.487790
0.141500	0.010	-1.471786
0.141667	0.010	-1.482537
0.141833	0.010	-1.489876
0.142000	0.010	-1.473582
0.142167	0.010	-1.455265
0.142333	0.010	-1.423906
0.142500	0.010	-1.475470
0.142667	0.010	-1.483690
0.142833	0.010	-1.487911
0.143000	0.010	-1.485261
0.143167	0.010	-1.494696
0.143333	0.010	-1.469494
0.143500	0.010	-1.458622
