File Path	chrom://d9p16qn1/ChromeleonLocal/Instrument Data/HPLC/Sequences/CH 456/Alena/alena_b.seq/482.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	Unknown-run1
Injection Number	4
Position	5
Comment	
Processing Method	Hot Sauce_rev1
Instrument Method	Hot Sauce_rev1
Type	Unspiked
Status	Finished
Injection Date	11/1/2016
Injection Time	9:53:19 AM
Injection Volume (µl)	20.0
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	9.000000
Data Points	54000
Detector	UV
Exporting Data System	Chromeleon 7.1.1.1127
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.173808
Signal Max.	174.245007
Channel	UV_VIS_1
Driver Name	VWD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.020
Average Step (s)	0.010

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.087333	0.010	-0.094900
0.087500	0.010	-0.104753
0.087667	0.010	-0.122138
0.087833	0.010	-0.108571
0.088000	0.010	-0.119919
0.088167	0.010	-0.094995
0.088333	0.010	-0.105508
0.088500	0.010	-0.087929
0.088667	0.010	-0.049760
0.088833	0.010	-0.065350
0.089000	0.010	-0.110538
0.089167	0.010	-0.108743
0.089333	0.010	-0.080646
0.089500	0.010	-0.067986
0.089667	0.010	-0.104643
0.089833	0.010	-0.108766
0.090000	0.010	-0.078336
0.090167	0.010	-0.100808
0.090333	0.010	-0.122561
0.090500	0.010	-0.134644
0.090667	0.010	-0.095643
0.090833	0.010	-0.085689
0.091000	0.010	-0.093976
0.091167	0.010	-0.075384
0.091333	0.010	-0.090925
0.091500	0.010	-0.085913
0.091667	0.010	-0.101384
0.091833	0.010	-0.102313
0.092000	0.010	-0.084803
0.092167	0.010	-0.118903
0.092333	0.010	-0.124498
0.092500	0.010	-0.119132
0.092667	0.010	-0.103120
0.092833	0.010	-0.085463
0.093000	0.010	-0.097131
0.093167	0.010	-0.092446
0.093333	0.010	-0.105335
0.093500	0.010	-0.106974
0.093667	0.010	-0.124083
0.093833	0.010	-0.090251
0.094000	0.010	-0.104381
0.094167	0.010	-0.118856
0.094333	0.010	-0.127865
0.094500	0.010	-0.099294
0.094667	0.010	-0.117492
0.094833	0.010	-0.089529
0.095000	0.010	-0.091013
0.095167	0.010	-0.098387
0.095333	0.010	-0.096152
0.095500	0.010	-0.082081
0.095667	0.010	-0.087283
0.095833	0.010	-0.070517
0.096000	0.010	-0.081366
0.096167	0.010	-0.077216
0.096333	0.010	-0.087620
0.096500	0.010	-0.106536
0.096667	0.010	-0.103661
0.096833	0.010	-0.120994
0.097000	0.010	-0.107449
0.097167	0.010	-0.112658
0.097333	0.010	-0.100262
0.097500	0.010	-0.090104
0.097667	0.010	-0.072767
0.097833	0.010	-0.080385
0.098000	0.010	-0.105085
0.098167	0.010	-0.102273
0.098333	0.010	-0.093252
0.098500	0.010	-0.060190
0.098667	0.010	-0.070730
0.098833	0.010	-0.080037
0.099000	0.010	-0.080783
0.099167	0.010	-0.075534
0.099333	0.010	-0.086131
0.099500	0.010	-0.073448
0.099667	0.010	-0.073686
0.099833	0.010	-0.062959
0.100000	0.010	-0.080893
0.100167	0.010	-0.078122
0.100333	0.010	-0.084450
0.100500	0.010	-0.071112
0.100667	0.010	-0.085947
0.100833	0.010	-0.091194
0.101000	0.010	-0.077297
0.101167	0.010	-0.084850
0.101333	0.010	-0.078060
0.101500	0.010	-0.086919
0.101667	0.010	-0.112827
0.101833	0.010	-0.101315
0.102000	0.010	-0.088691
0.102167	0.010	-0.077903
0.102333	0.010	-0.095540
0.102500	0.010	-0.121385
0.102667	0.010	-0.094564
0.102833	0.010	-0.085713
0.103000	0.010	-0.063017
0.103167	0.010	-0.071914
0.103333	0.010	-0.087856
0.103500	0.010	-0.083107
0.103667	0.010	-0.119993
0.103833	0.010	-0.107772
0.104000	0.010	-0.103977
0.104167	0.010	-0.116229
0.104333	0.010	-0.106225
0.104500	0.010	-0.082313
0.104667	0.010	-0.098258
0.104833	0.010	-0.087363
0.105000	0.010	-0.048315
0.105167	0.010	-0.082459
0.105333	0.010	-0.079473
0.105500	0.010	-0.081606
0.105667	0.010	-0.097149
0.105833	0.010	-0.109028
0.106000	0.010	-0.094672
0.106167	0.010	-0.097703
0.106333	0.010	-0.066216
0.106500	0.010	-0.096432
0.106667	0.010	-0.098960
0.106833	0.010	-0.053531
0.107000	0.010	-0.090028
0.107167	0.010	-0.089270
0.107333	0.010	-0.090098
0.107500	0.010	-0.102400
0.107667	0.010	-0.095936
0.107833	0.010	-0.110417
0.108000	0.010	-0.112702
0.108167	0.010	-0.102954
0.108333	0.010	-0.069575
0.108500	0.010	-0.098915
0.108667	0.010	-0.117727
0.108833	0.010	-0.098231
0.109000	0.010	-0.088735
0.109167	0.010	-0.093340
0.109333	0.010	-0.094584
0.109500	0.010	-0.112727
0.109667	0.010	-0.108892
0.109833	0.010	-0.097601
0.110000	0.010	-0.119430
0.110167	0.010	-0.122767
0.110333	0.010	-0.114058
0.110500	0.010	-0.090930
0.110667	0.010	-0.096387
0.110833	0.010	-0.083655
0.111000	0.010	-0.109760
0.111167	0.010	-0.092140
0.111333	0.010	-0.113714
0.111500	0.010	-0.092386
0.111667	0.010	-0.119659
0.111833	0.010	-0.119791
0.112000	0.010	-0.079609
0.112167	0.010	-0.101853
0.112333	0.010	-0.129521
0.112500	0.010	-0.106030
0.112667	0.010	-0.109590
0.112833	0.010	-0.099731
0.113000	0.010	-0.094107
0.113167	0.010	-0.099461
0.113333	0.010	-0.069882
0.113500	0.010	-0.062108
0.113667	0.010	-0.070673
0.113833	0.010	-0.074395
0.114000	0.010	-0.091563
0.114167	0.010	-0.091183
0.114333	0.010	-0.075290
0.114500	0.010	-0.057102
0.114667	0.010	-0.050670
0.114833	0.010	-0.071003
0.115000	0.010	-0.092319
0.115167	0.010	-0.081571
0.115333	0.010	-0.089425
0.115500	0.010	-0.098809
0.115667	0.010	-0.107520
0.115833	0.010	-0.116789
0.116000	0.010	-0.081021
0.116167	0.010	-0.103224
0.116333	0.010	-0.086848
0.116500	0.010	-0.070240
0.116667	0.010	-0.089713
0.116833	0.010	-0.092116
0.117000	0.010	-0.093471
0.117167	0.010	-0.105470
0.117333	0.010	-0.110730
0.117500	0.010	-0.120144
0.117667	0.010	-0.111357
0.117833	0.010	-0.076164
0.118000	0.010	-0.086228
0.118167	0.010	-0.078121
0.118333	0.010	-0.090648
0.118500	0.010	-0.098671
0.118667	0.010	-0.111295
0.118833	0.010	-0.089553
0.119000	0.010	-0.102163
0.119167	0.010	-0.114639
0.119333	0.010	-0.090962
0.119500	0.010	-0.071049
0.119667	0.010	-0.065781
0.119833	0.010	-0.103730
0.120000	0.010	-0.080338
0.120167	0.010	-0.045262
0.120333	0.010	-0.069411
0.120500	0.010	-0.075761
0.120667	0.010	-0.092113
0.120833	0.010	-0.094095
0.121000	0.010	-0.097275
0.121167	0.010	-0.116703
0.121333	0.010	-0.106342
0.121500	0.010	-0.078130
0.121667	0.010	-0.085743
0.121833	0.010	-0.098011
0.122000	0.010	-0.105795
0.122167	0.010	-0.108597
0.122333	0.010	-0.100904
0.122500	0.010	-0.111374
0.122667	0.010	-0.091634
0.122833	0.010	-0.099947
0.123000	0.010	-0.090725
0.123167	0.010	-0.070320
0.123333	0.010	-0.099195
0.123500	0.010	-0.109829
0.123667	0.010	-0.104423
0.123833	0.010	-0.096639
0.124000	0.010	-0.090848
0.124167	0.010	-0.101210
0.124333	0.010	-0.101391
0.124500	0.010	-0.093267
0.124667	0.010	-0.077484
0.124833	0.010	-0.076729
0.125000	0.010	-0.091465
0.125167	0.010	-0.097914
0.125333	0.010	-0.088818
0.125500	0.010	-0.097699
0.125667	0.010	-0.097950
0.125833	0.010	-0.109510
0.126000	0.010	-0.123267
0.126167	0.010	-0.105182
0.126333	0.010	-0.087876
0.126500	0.010	-0.111014
0.126667	0.010	-0.092148
0.126833	0.010	-0.099367
0.127000	0.010	-0.083699
0.127167	0.010	-0.104030
0.127333	0.010	-0.115406
0.127500	0.010	-0.109564
0.127667	0.010	-0.117186
0.127833	0.010	-0.097459
0.128000	0.010	-0.111748
0.128167	0.010	-0.095007
0.128333	0.010	-0.101501
0.128500	0.010	-0.139750
0.128667	0.010	-0.096707
0.128833	0.010	-0.098410
0.129000	0.010	-0.096698
0.129167	0.010	-0.069705
0.129333	0.010	-0.119872
0.129500	0.010	-0.117255
0.129667	0.010	-0.103416
0.129833	0.010	-0.105023
0.130000	0.010	-0.120159
0.130167	0.010	-0.101380
0.130333	0.010	-0.100928
0.130500	0.010	-0.116151
0.130667	0.010	-0.101331
0.130833	0.010	-0.100016
0.131000	0.010	-0.115754
0.131167	0.010	-0.113594
0.131333	0.010	-0.085516
0.131500	0.010	-0.103839
0.131667	0.010	-0.122230
0.131833	0.010	-0.100188
0.132000	0.010	-0.092928
0.132167	0.010	-0.101311
0.132333	0.010	-0.108745
0.132500	0.010	-0.108318
0.132667	0.010	-0.099532
0.132833	0.010	-0.076997
0.133000	0.010	-0.130081
0.133167	0.010	-0.128643
0.133333	0.010	-0.118615
0.133500	0.010	-0.121922
0.133667	0.010	-0.084548
0.133833	0.010	-0.090851
0.134000	0.010	-0.101034
0.134167	0.010	-0.087457
0.134333	0.010	-0.090289
0.134500	0.010	-0.072089
0.134667	0.010	-0.064716
0.134833	0.010	-0.093953
0.135000	0.010	-0.119538
0.135167	0.010	-0.115416
0.135333	0.010	-0.121958
0.135500	0.010	-0.082288
0.135667	0.010	-0.090002
0.135833	0.010	-0.075889
0.136000	0.010	-0.074165
0.136167	0.010	-0.062188
0.136333	0.010	-0.119368
0.136500	0.010	-0.144173
0.136667	0.010	-0.090964
0.136833	0.010	-0.111243
0.137000	0.010	-0.120456
0.137167	0.010	-0.095853
0.137333	0.010	-0.106369
0.137500	0.010	-0.097529
0.137667	0.010	-0.144707
0.137833	0.010	-0.087941
0.138000	0.010	-0.083858
0.138167	0.010	-0.079234
0.138333	0.010	-0.110556
0.138500	0.010	-0.125015
0.138667	0.010	-0.110801
0.138833	0.010	-0.083905
0.139000	0.010	-0.111695
0.139167	0.010	-0.103673
0.139333	0.010	-0.080269
0.139500	0.010	-0.097148
0.139667	0.010	-0.080106
0.139833	0.010	-0.106746
0.140000	0.010	-0.092252
0.140167	0.010	-0.097409
0.140333	0.010	-0.105577
0.140500	0.010	-0.091074
0.140667	0.010	-0.090970
0.140833	0.010	-0.083842
0.141000	0.010	-0.098967
0.141167	0.010	-0.091190
0.141333	0.010	-0.087634
0.141500	0.010	-0.094422
0.141667	0.010	-0.129099
0.141833	0.010	-0.106605
0.142000	0.010	-0.106275
0.142167	0.010	-0.119321
0.142333	0.010	-0.071915
0.142500	0.010	-0.083535
0.142667	0.010	-0.081008
0.142833	0.010	-0.113778
0.143000	0.010	-0.100035
0.143167	0.010	-0.088937
0.143333	0.010	-0.096638
0.143500	0.010	-0.090981
