Nov. 15, 2016   10:23:11
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\cv_cn_0,075.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample CN Conc : 5e-3M 
Note: 

Init E (V) = 0.5
High E (V) = 0.5
Low E (V) = 0
Init P/N = N
Scan Rate (V/s) = 0.075
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:
Ep = 0.220V
ip = 2.395e-5A
Ah = 2.075e-5C

Segment 2:
Ep = 0.286V
ip = -2.250e-5A
Ah = -1.897e-5C

Potential/V	Current/A
0.302	-1.692e-5
0.303	-1.683e-5
0.304	-1.674e-5
0.305	-1.664e-5
0.306	-1.654e-5
0.307	-1.645e-5
0.308	-1.634e-5
0.309	-1.623e-5
0.310	-1.613e-5
0.311	-1.602e-5
0.312	-1.590e-5
0.313	-1.579e-5
0.314	-1.567e-5
0.315	-1.556e-5
0.316	-1.544e-5
0.317	-1.532e-5
0.318	-1.521e-5
0.319	-1.509e-5
0.320	-1.496e-5
0.321	-1.485e-5
0.322	-1.473e-5
0.323	-1.461e-5
0.324	-1.449e-5
0.325	-1.437e-5
0.326	-1.425e-5
0.327	-1.413e-5
0.328	-1.401e-5
0.329	-1.390e-5
0.330	-1.378e-5
0.331	-1.366e-5
0.332	-1.355e-5
0.333	-1.343e-5
0.334	-1.332e-5
0.335	-1.320e-5
0.336	-1.308e-5
0.337	-1.298e-5
0.338	-1.287e-5
0.339	-1.275e-5
0.340	-1.265e-5
0.341	-1.253e-5
0.342	-1.243e-5
0.343	-1.232e-5
0.344	-1.222e-5
0.345	-1.211e-5
0.346	-1.201e-5
0.347	-1.191e-5
0.348	-1.181e-5
0.349	-1.171e-5
0.350	-1.161e-5
0.351	-1.151e-5
0.352	-1.142e-5
0.353	-1.133e-5
0.354	-1.123e-5
0.355	-1.114e-5
0.356	-1.105e-5
0.357	-1.095e-5
0.358	-1.087e-5
0.359	-1.078e-5
0.360	-1.069e-5
0.361	-1.061e-5
0.362	-1.052e-5
0.363	-1.044e-5
0.364	-1.036e-5
0.365	-1.027e-5
0.366	-1.019e-5
0.367	-1.012e-5
0.368	-1.004e-5
0.369	-9.961e-6
0.370	-9.884e-6
0.371	-9.810e-6
0.372	-9.738e-6
0.373	-9.665e-6
0.374	-9.595e-6
0.375	-9.524e-6
0.376	-9.452e-6
0.377	-9.384e-6
0.378	-9.316e-6
0.379	-9.248e-6
0.380	-9.183e-6
0.381	-9.116e-6
0.382	-9.054e-6
0.383	-8.991e-6
0.384	-8.927e-6
0.385	-8.866e-6
0.386	-8.805e-6
0.387	-8.745e-6
0.388	-8.688e-6
0.389	-8.628e-6
0.390	-8.569e-6
0.391	-8.513e-6
0.392	-8.454e-6
0.393	-8.403e-6
0.394	-8.347e-6
0.395	-8.292e-6
0.396	-8.240e-6
0.397	-8.190e-6
0.398	-8.139e-6
0.399	-8.089e-6
0.400	-8.037e-6
0.401	-7.987e-6
0.402	-7.939e-6
0.403	-7.890e-6
0.404	-7.842e-6
0.405	-7.793e-6
0.406	-7.746e-6
0.407	-7.702e-6
0.408	-7.654e-6
0.409	-7.613e-6
0.410	-7.569e-6
0.411	-7.523e-6
0.412	-7.480e-6
0.413	-7.438e-6
0.414	-7.395e-6
0.415	-7.354e-6
0.416	-7.311e-6
0.417	-7.273e-6
0.418	-7.233e-6
0.419	-7.192e-6
0.420	-7.154e-6
0.421	-7.113e-6
0.422	-7.076e-6
0.423	-7.039e-6
0.424	-6.999e-6
0.425	-6.963e-6
0.426	-6.925e-6
0.427	-6.889e-6
0.428	-6.856e-6
0.429	-6.820e-6
0.430	-6.784e-6
0.431	-6.750e-6
0.432	-6.715e-6
0.433	-6.683e-6
0.434	-6.652e-6
0.435	-6.617e-6
0.436	-6.585e-6
0.437	-6.552e-6
0.438	-6.521e-6
0.439	-6.491e-6
0.440	-6.457e-6
0.441	-6.427e-6
0.442	-6.397e-6
0.443	-6.367e-6
0.444	-6.338e-6
0.445	-6.307e-6
0.446	-6.277e-6
0.447	-6.248e-6
0.448	-6.219e-6
0.449	-6.191e-6
0.450	-6.162e-6
0.451	-6.134e-6
0.452	-6.108e-6
0.453	-6.080e-6
0.454	-6.055e-6
0.455	-6.028e-6
0.456	-5.999e-6
0.457	-5.975e-6
0.458	-5.949e-6
0.459	-5.923e-6
0.460	-5.898e-6
0.461	-5.872e-6
0.462	-5.849e-6
0.463	-5.825e-6
0.464	-5.800e-6
0.465	-5.776e-6
0.466	-5.751e-6
0.467	-5.727e-6
0.468	-5.705e-6
0.469	-5.681e-6
0.470	-5.659e-6
0.471	-5.636e-6
0.472	-5.613e-6
0.473	-5.592e-6
0.474	-5.571e-6
0.475	-5.547e-6
0.476	-5.526e-6
0.477	-5.504e-6
0.478	-5.484e-6
0.479	-5.463e-6
0.480	-5.439e-6
0.481	-5.419e-6
0.482	-5.399e-6
0.483	-5.379e-6
0.484	-5.360e-6
0.485	-5.338e-6
0.486	-5.318e-6
0.487	-5.301e-6
0.488	-5.280e-6
0.489	-5.263e-6
0.490	-5.243e-6
0.491	-5.223e-6
0.492	-5.205e-6
0.493	-5.187e-6
0.494	-5.170e-6
0.495	-5.152e-6
0.496	-5.131e-6
0.497	-5.116e-6
0.498	-5.099e-6
0.499	-5.083e-6
