Nov. 15, 2016   10:11:20
Chronoamperometry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\ca_cn.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: 
Note: 

Init E (V) = 0.4
High E (V) = 0.45
Low E (V) = 0.1
Init P/N = P
Step = 2
Pulse Width (sec) = 2.
Sample Interval (s) = 1e-3
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Forward:
Slp = -4.853e-8
Int = 1.719e-7
Cor = -0.69981

Reverse:
Slp = 3.861e-5
Int = 8.526e-6
Cor = 0.99979

Time/sec	Current/A
4.970e-1	1.072e-7
4.980e-1	9.654e-8
4.990e-1	9.480e-8
5.000e-1	1.051e-7
5.010e-1	9.880e-8
5.020e-1	8.986e-8
5.030e-1	9.983e-8
5.040e-1	9.901e-8
5.050e-1	9.901e-8
5.060e-1	9.891e-8
5.070e-1	8.626e-8
5.080e-1	8.380e-8
5.090e-1	8.349e-8
5.100e-1	1.072e-7
5.110e-1	1.167e-7
5.120e-1	8.811e-8
5.130e-1	1.013e-7
5.140e-1	9.891e-8
5.150e-1	9.438e-8
5.160e-1	9.757e-8
5.170e-1	1.170e-7
5.180e-1	9.459e-8
5.190e-1	7.588e-8
5.200e-1	1.093e-7
5.210e-1	1.170e-7
5.220e-1	9.808e-8
5.230e-1	9.737e-8
5.240e-1	9.058e-8
5.250e-1	7.516e-8
5.260e-1	1.027e-7
5.270e-1	1.063e-7
5.280e-1	1.024e-7
5.290e-1	1.051e-7
5.300e-1	1.013e-7
5.310e-1	9.675e-8
5.320e-1	1.061e-7
5.330e-1	1.122e-7
5.340e-1	1.148e-7
5.350e-1	9.089e-8
5.360e-1	1.013e-7
5.370e-1	1.113e-7
5.380e-1	1.014e-7
5.390e-1	9.623e-8
5.400e-1	9.665e-8
5.410e-1	9.788e-8
5.420e-1	9.140e-8
5.430e-1	1.100e-7
5.440e-1	1.174e-7
5.450e-1	9.860e-8
5.460e-1	9.829e-8
5.470e-1	9.449e-8
5.480e-1	9.346e-8
5.490e-1	1.109e-7
5.500e-1	1.122e-7
5.510e-1	1.047e-7
5.520e-1	9.562e-8
5.530e-1	1.097e-7
5.540e-1	1.025e-7
5.550e-1	1.091e-7
5.560e-1	9.798e-8
5.570e-1	9.675e-8
5.580e-1	1.031e-7
5.590e-1	8.801e-8
5.600e-1	1.178e-7
5.610e-1	1.239e-7
5.620e-1	1.013e-7
5.630e-1	9.151e-8
5.640e-1	1.083e-7
5.650e-1	1.205e-7
5.660e-1	1.076e-7
5.670e-1	1.191e-7
5.680e-1	1.063e-7
5.690e-1	9.716e-8
5.700e-1	1.163e-7
5.710e-1	1.049e-7
5.720e-1	1.051e-7
5.730e-1	9.850e-8
5.740e-1	1.043e-7
5.750e-1	9.387e-8
5.760e-1	1.066e-7
5.770e-1	1.232e-7
5.780e-1	1.087e-7
5.790e-1	1.028e-7
5.800e-1	9.901e-8
5.810e-1	1.039e-7
5.820e-1	1.069e-7
5.830e-1	1.142e-7
5.840e-1	1.180e-7
5.850e-1	1.123e-7
5.860e-1	1.136e-7
5.870e-1	1.100e-7
5.880e-1	1.023e-7
5.890e-1	1.050e-7
5.900e-1	1.103e-7
5.910e-1	1.087e-7
5.920e-1	8.955e-8
5.930e-1	1.239e-7
5.940e-1	1.260e-7
5.950e-1	1.046e-7
5.960e-1	1.083e-7
5.970e-1	1.041e-7
5.980e-1	1.039e-7
5.990e-1	1.038e-7
6.000e-1	1.165e-7
6.010e-1	1.162e-7
6.020e-1	9.819e-8
6.030e-1	1.093e-7
6.040e-1	1.159e-7
6.050e-1	1.030e-7
6.060e-1	1.163e-7
6.070e-1	1.044e-7
