Nov. 15, 2016   11:04:45
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\samplec_0,1.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample C
Note: 

Init E (V) = 0
High E (V) = 1.2
Low E (V) = 0
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Segment 1:
Ep = 0.446V
ip = -2.135e-6A
Ah = -7.987e-7C

Ep = 1.036V
ip = -1.218e-5A
Ah = -6.428e-6C

Segment 2:
Ep = 0.422V
ip = 3.483e-6A
Ah = 2.242e-6C

Potential/V	Current/A
0.595	-5.455e-6
0.596	-5.468e-6
0.597	-5.458e-6
0.598	-5.456e-6
0.599	-5.463e-6
0.600	-5.454e-6
0.601	-5.464e-6
0.602	-5.465e-6
0.603	-5.459e-6
0.604	-5.468e-6
0.605	-5.457e-6
0.606	-5.465e-6
0.607	-5.464e-6
0.608	-5.460e-6
0.609	-5.467e-6
0.610	-5.463e-6
0.611	-5.466e-6
0.612	-5.471e-6
0.613	-5.466e-6
0.614	-5.479e-6
0.615	-5.482e-6
0.616	-5.480e-6
0.617	-5.482e-6
0.618	-5.479e-6
0.619	-5.481e-6
0.620	-5.484e-6
0.621	-5.485e-6
0.622	-5.489e-6
0.623	-5.488e-6
0.624	-5.490e-6
0.625	-5.492e-6
0.626	-5.495e-6
0.627	-5.499e-6
0.628	-5.504e-6
0.629	-5.506e-6
0.630	-5.506e-6
0.631	-5.513e-6
0.632	-5.511e-6
0.633	-5.517e-6
0.634	-5.520e-6
0.635	-5.517e-6
0.636	-5.530e-6
0.637	-5.526e-6
0.638	-5.529e-6
0.639	-5.539e-6
0.640	-5.536e-6
0.641	-5.546e-6
0.642	-5.546e-6
0.643	-5.549e-6
0.644	-5.560e-6
0.645	-5.557e-6
0.646	-5.564e-6
0.647	-5.568e-6
0.648	-5.566e-6
0.649	-5.579e-6
0.650	-5.576e-6
0.651	-5.583e-6
0.652	-5.590e-6
0.653	-5.589e-6
0.654	-5.600e-6
0.655	-5.603e-6
0.656	-5.606e-6
0.657	-5.611e-6
0.658	-5.611e-6
0.659	-5.618e-6
0.660	-5.624e-6
0.661	-5.627e-6
0.662	-5.636e-6
0.663	-5.641e-6
0.664	-5.644e-6
0.665	-5.650e-6
0.666	-5.659e-6
0.667	-5.663e-6
0.668	-5.669e-6
0.669	-5.672e-6
0.670	-5.677e-6
0.671	-5.688e-6
0.672	-5.685e-6
0.673	-5.695e-6
0.674	-5.702e-6
0.675	-5.704e-6
0.676	-5.718e-6
0.677	-5.716e-6
0.678	-5.724e-6
0.679	-5.736e-6
0.680	-5.733e-6
0.681	-5.749e-6
0.682	-5.751e-6
0.683	-5.752e-6
0.684	-5.768e-6
0.685	-5.764e-6
0.686	-5.777e-6
0.687	-5.785e-6
0.688	-5.786e-6
0.689	-5.801e-6
0.690	-5.801e-6
0.691	-5.812e-6
0.692	-5.824e-6
0.693	-5.824e-6
0.694	-5.839e-6
0.695	-5.842e-6
0.696	-5.851e-6
0.697	-5.863e-6
0.698	-5.865e-6
0.699	-5.876e-6
0.700	-5.885e-6
0.701	-5.890e-6
0.702	-5.901e-6
0.703	-5.908e-6
0.704	-5.917e-6
0.705	-5.926e-6
