Nov. 15, 2016   10:14:14
Cyclic Voltammetry
File: c:\users\public\desktop\studentdata\fall 2016\alena\group b\cv_cn_0,1.txt
Data Source:  Experiment
Instrument Model:  CHI630E
Header: Sample Conc: 5e-3M Scan rate = 0.1 V/s
Note: 

Init E (V) = 0.5
High E (V) = 0.5
Low E (V) = 0
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:
Ep = 0.220V
ip = 2.812e-5A
Ah = 1.809e-5C

Segment 2:
Ep = 0.286V
ip = -2.524e-5A
Ah = -1.597e-5C

Potential/V	Current/A
0.041	1.683e-5
0.040	1.681e-5
0.039	1.680e-5
0.038	1.678e-5
0.037	1.676e-5
0.036	1.674e-5
0.035	1.673e-5
0.034	1.671e-5
0.033	1.669e-5
0.032	1.668e-5
0.031	1.666e-5
0.030	1.665e-5
0.029	1.663e-5
0.028	1.662e-5
0.027	1.660e-5
0.026	1.659e-5
0.025	1.657e-5
0.024	1.656e-5
0.023	1.654e-5
0.022	1.653e-5
0.021	1.651e-5
0.020	1.650e-5
0.019	1.649e-5
0.018	1.647e-5
0.017	1.646e-5
0.016	1.645e-5
0.015	1.644e-5
0.014	1.642e-5
0.013	1.641e-5
0.012	1.640e-5
0.011	1.638e-5
0.010	1.637e-5
0.009	1.636e-5
0.008	1.635e-5
0.007	1.634e-5
0.006	1.633e-5
0.005	1.632e-5
0.004	1.631e-5
0.003	1.629e-5
0.002	1.629e-5
0.001	1.627e-5
0.000	1.609e-5
0.001	1.567e-5
0.002	1.545e-5
0.003	1.531e-5
0.004	1.519e-5
0.005	1.509e-5
0.006	1.499e-5
0.007	1.490e-5
0.008	1.481e-5
0.009	1.472e-5
0.010	1.464e-5
0.011	1.456e-5
0.012	1.449e-5
0.013	1.442e-5
0.014	1.434e-5
0.015	1.427e-5
0.016	1.421e-5
0.017	1.414e-5
0.018	1.408e-5
0.019	1.401e-5
0.020	1.395e-5
0.021	1.389e-5
0.022	1.383e-5
0.023	1.378e-5
0.024	1.372e-5
0.025	1.367e-5
0.026	1.361e-5
0.027	1.356e-5
0.028	1.351e-5
0.029	1.346e-5
0.030	1.340e-5
0.031	1.335e-5
0.032	1.330e-5
0.033	1.326e-5
0.034	1.321e-5
0.035	1.316e-5
0.036	1.312e-5
0.037	1.307e-5
0.038	1.303e-5
0.039	1.298e-5
0.040	1.294e-5
0.041	1.289e-5
0.042	1.285e-5
0.043	1.281e-5
0.044	1.276e-5
0.045	1.273e-5
0.046	1.269e-5
0.047	1.264e-5
0.048	1.260e-5
0.049	1.256e-5
0.050	1.252e-5
0.051	1.248e-5
0.052	1.244e-5
0.053	1.241e-5
0.054	1.237e-5
0.055	1.233e-5
0.056	1.230e-5
0.057	1.226e-5
0.058	1.222e-5
0.059	1.219e-5
0.060	1.215e-5
0.061	1.212e-5
0.062	1.208e-5
0.063	1.205e-5
0.064	1.201e-5
0.065	1.197e-5
0.066	1.194e-5
0.067	1.191e-5
0.068	1.187e-5
0.069	1.184e-5
0.070	1.180e-5
0.071	1.177e-5
0.072	1.174e-5
0.073	1.171e-5
0.074	1.167e-5
0.075	1.164e-5
0.076	1.161e-5
0.077	1.158e-5
0.078	1.155e-5
0.079	1.151e-5
0.080	1.148e-5
0.081	1.145e-5
0.082	1.141e-5
0.083	1.139e-5
0.084	1.135e-5
0.085	1.132e-5
0.086	1.129e-5
0.087	1.126e-5
0.088	1.123e-5
0.089	1.120e-5
0.090	1.117e-5
0.091	1.113e-5
0.092	1.110e-5
0.093	1.107e-5
0.094	1.104e-5
0.095	1.101e-5
0.096	1.098e-5
0.097	1.094e-5
0.098	1.092e-5
0.099	1.088e-5
0.100	1.085e-5
0.101	1.082e-5
0.102	1.079e-5
0.103	1.076e-5
0.104	1.072e-5
0.105	1.069e-5
0.106	1.066e-5
0.107	1.063e-5
0.108	1.060e-5
0.109	1.056e-5
0.110	1.053e-5
0.111	1.050e-5
0.112	1.046e-5
0.113	1.043e-5
0.114	1.040e-5
0.115	1.036e-5
0.116	1.033e-5
0.117	1.029e-5
0.118	1.026e-5
0.119	1.022e-5
0.120	1.019e-5
0.121	1.015e-5
0.122	1.011e-5
0.123	1.008e-5
0.124	1.004e-5
0.125	1.000e-5
0.126	9.960e-6
0.127	9.922e-6
0.128	9.885e-6
0.129	9.841e-6
0.130	9.802e-6
0.131	9.761e-6
0.132	9.716e-6
0.133	9.676e-6
0.134	9.628e-6
0.135	9.586e-6
0.136	9.543e-6
0.137	9.494e-6
0.138	9.448e-6
0.139	9.396e-6
0.140	9.347e-6
0.141	9.300e-6
0.142	9.247e-6
0.143	9.197e-6
0.144	9.143e-6
0.145	9.088e-6
0.146	9.035e-6
0.147	8.978e-6
0.148	8.920e-6
0.149	8.861e-6
0.150	8.799e-6
0.151	8.736e-6
0.152	8.672e-6
0.153	8.606e-6
0.154	8.536e-6
0.155	8.470e-6
0.156	8.398e-6
0.157	8.327e-6
0.158	8.252e-6
0.159	8.174e-6
0.160	8.100e-6
0.161	8.016e-6
0.162	7.934e-6
0.163	7.850e-6
0.164	7.758e-6
0.165	7.673e-6
0.166	7.578e-6
0.167	7.484e-6
0.168	7.391e-6
0.169	7.286e-6
0.170	7.187e-6
0.171	7.080e-6
0.172	6.968e-6
0.173	6.862e-6
0.174	6.742e-6
0.175	6.627e-6
0.176	6.504e-6
0.177	6.378e-6
0.178	6.252e-6
0.179	6.117e-6
0.180	5.981e-6
0.181	5.845e-6
0.182	5.699e-6
0.183	5.552e-6
0.184	5.402e-6
0.185	5.251e-6
0.186	5.091e-6
0.187	4.925e-6
0.188	4.746e-6
0.189	4.575e-6
0.190	4.401e-6
0.191	4.216e-6
0.192	4.033e-6
0.193	3.835e-6
0.194	3.634e-6
0.195	3.433e-6
0.196	3.219e-6
0.197	3.013e-6
0.198	2.795e-6
0.199	2.572e-6
0.200	2.348e-6
0.201	2.105e-6
0.202	1.872e-6
0.203	1.624e-6
0.204	1.369e-6
0.205	1.111e-6
0.206	8.400e-7
0.207	5.809e-7
0.208	3.105e-7
0.209	2.524e-8
0.210	-2.510e-7
0.211	-5.439e-7
0.212	-8.360e-7
0.213	-1.133e-6
0.214	-1.441e-6
0.215	-1.748e-6
0.216	-2.061e-6
0.217	-2.385e-6
0.218	-2.709e-6
0.219	-3.042e-6
0.220	-3.372e-6
0.221	-3.711e-6
0.222	-4.054e-6
0.223	-4.400e-6
0.224	-4.748e-6
0.225	-5.102e-6
0.226	-5.456e-6
0.227	-5.815e-6
0.228	-6.182e-6
0.229	-6.538e-6
0.230	-6.901e-6
0.231	-7.265e-6
0.232	-7.627e-6
0.233	-8.018e-6
0.234	-8.389e-6
0.235	-8.755e-6
0.236	-9.133e-6
0.237	-9.486e-6
0.238	-9.862e-6
0.239	-1.023e-5
0.240	-1.059e-5
0.241	-1.096e-5
0.242	-1.131e-5
0.243	-1.167e-5
0.244	-1.204e-5
0.245	-1.238e-5
0.246	-1.274e-5
0.247	-1.308e-5
0.248	-1.342e-5
0.249	-1.376e-5
0.250	-1.408e-5
0.251	-1.441e-5
0.252	-1.473e-5
0.253	-1.504e-5
0.254	-1.535e-5
0.255	-1.564e-5
0.256	-1.595e-5
0.257	-1.623e-5
0.258	-1.650e-5
0.259	-1.677e-5
0.260	-1.703e-5
0.261	-1.728e-5
0.262	-1.751e-5
0.263	-1.774e-5
0.264	-1.796e-5
0.265	-1.817e-5
0.266	-1.838e-5
0.267	-1.856e-5
0.268	-1.875e-5
0.269	-1.892e-5
0.270	-1.908e-5
0.271	-1.924e-5
0.272	-1.936e-5
0.273	-1.950e-5
0.274	-1.961e-5
0.275	-1.972e-5
0.276	-1.983e-5
0.277	-1.990e-5
0.278	-1.999e-5
0.279	-2.006e-5
0.280	-2.011e-5
0.281	-2.017e-5
0.282	-2.020e-5
0.283	-2.023e-5
0.284	-2.026e-5
0.285	-2.026e-5
0.286	-2.027e-5
0.287	-2.026e-5
0.288	-2.025e-5
0.289	-2.024e-5
0.290	-2.020e-5
0.291	-2.017e-5
0.292	-2.013e-5
0.293	-2.007e-5
0.294	-2.002e-5
0.295	-1.995e-5
0.296	-1.989e-5
0.297	-1.981e-5
0.298	-1.973e-5
0.299	-1.965e-5
0.300	-1.956e-5
0.301	-1.946e-5
0.302	-1.936e-5
0.303	-1.926e-5
0.304	-1.915e-5
0.305	-1.905e-5
0.306	-1.893e-5
0.307	-1.881e-5
0.308	-1.870e-5
0.309	-1.858e-5
0.310	-1.845e-5
0.311	-1.833e-5
0.312	-1.820e-5
0.313	-1.807e-5
0.314	-1.794e-5
0.315	-1.780e-5
0.316	-1.768e-5
0.317	-1.754e-5
0.318	-1.741e-5
0.319	-1.727e-5
0.320	-1.713e-5
0.321	-1.700e-5
0.322	-1.686e-5
0.323	-1.672e-5
0.324	-1.659e-5
0.325	-1.645e-5
0.326	-1.631e-5
0.327	-1.617e-5
0.328	-1.604e-5
0.329	-1.591e-5
0.330	-1.577e-5
0.331	-1.564e-5
0.332	-1.550e-5
0.333	-1.537e-5
0.334	-1.524e-5
0.335	-1.511e-5
0.336	-1.498e-5
0.337	-1.485e-5
0.338	-1.472e-5
0.339	-1.460e-5
0.340	-1.447e-5
0.341	-1.435e-5
0.342	-1.423e-5
0.343	-1.410e-5
0.344	-1.398e-5
0.345	-1.386e-5
0.346	-1.374e-5
0.347	-1.363e-5
0.348	-1.351e-5
0.349	-1.340e-5
0.350	-1.328e-5
0.351	-1.318e-5
0.352	-1.307e-5
0.353	-1.296e-5
0.354	-1.285e-5
0.355	-1.274e-5
0.356	-1.264e-5
0.357	-1.254e-5
0.358	-1.243e-5
0.359	-1.234e-5
0.360	-1.223e-5
0.361	-1.214e-5
0.362	-1.204e-5
0.363	-1.194e-5
0.364	-1.185e-5
0.365	-1.176e-5
0.366	-1.167e-5
0.367	-1.158e-5
0.368	-1.148e-5
0.369	-1.140e-5
0.370	-1.131e-5
0.371	-1.123e-5
0.372	-1.115e-5
0.373	-1.106e-5
0.374	-1.098e-5
0.375	-1.090e-5
0.376	-1.082e-5
0.377	-1.074e-5
0.378	-1.066e-5
0.379	-1.058e-5
0.380	-1.051e-5
0.381	-1.043e-5
0.382	-1.036e-5
0.383	-1.029e-5
0.384	-1.022e-5
0.385	-1.015e-5
0.386	-1.007e-5
0.387	-1.001e-5
0.388	-9.939e-6
0.389	-9.873e-6
0.390	-9.807e-6
0.391	-9.743e-6
0.392	-9.680e-6
0.393	-9.616e-6
0.394	-9.556e-6
0.395	-9.493e-6
0.396	-9.434e-6
0.397	-9.373e-6
0.398	-9.311e-6
0.399	-9.256e-6
0.400	-9.197e-6
0.401	-9.142e-6
0.402	-9.087e-6
0.403	-9.028e-6
0.404	-8.978e-6
0.405	-8.921e-6
0.406	-8.869e-6
0.407	-8.819e-6
0.408	-8.764e-6
0.409	-8.718e-6
0.410	-8.668e-6
0.411	-8.616e-6
0.412	-8.568e-6
0.413	-8.515e-6
0.414	-8.471e-6
0.415	-8.423e-6
0.416	-8.375e-6
0.417	-8.332e-6
0.418	-8.284e-6
0.419	-8.241e-6
0.420	-8.198e-6
0.421	-8.153e-6
0.422	-8.113e-6
0.423	-8.068e-6
0.424	-8.027e-6
0.425	-7.986e-6
0.426	-7.943e-6
0.427	-7.904e-6
0.428	-7.863e-6
0.429	-7.822e-6
0.430	-7.782e-6
0.431	-7.744e-6
0.432	-7.706e-6
0.433	-7.667e-6
0.434	-7.632e-6
0.435	-7.593e-6
0.436	-7.557e-6
0.437	-7.521e-6
0.438	-7.483e-6
0.439	-7.452e-6
0.440	-7.414e-6
0.441	-7.380e-6
0.442	-7.347e-6
0.443	-7.309e-6
0.444	-7.281e-6
0.445	-7.245e-6
0.446	-7.213e-6
0.447	-7.183e-6
0.448	-7.149e-6
0.449	-7.119e-6
0.450	-7.086e-6
0.451	-7.054e-6
0.452	-7.026e-6
0.453	-6.991e-6
0.454	-6.964e-6
0.455	-6.935e-6
0.456	-6.904e-6
